model,num_tasks_seen,task,metric_type,accuracy
relu_0.1_ours_adam,1,avg,Task-IL,98.45
relu_0.1_ours_adam,2,0,Class-IL,0.0
relu_0.1_ours_adam,2,0,Task-IL,51.300000000000004
relu_0.1_ours_adam,2,1,Class-IL,88.44999999999999
relu_0.1_ours_adam,2,1,Task-IL,88.44999999999999
relu_0.1_ours_adam,2,avg,Class-IL,44.22
relu_0.1_ours_adam,2,avg,Task-IL,69.88
relu_0.1_ours_adam,3,0,Class-IL,0.0
relu_0.1_ours_adam,3,0,Task-IL,57.599999999999994
relu_0.1_ours_adam,3,1,Class-IL,0.0
relu_0.1_ours_adam,3,1,Task-IL,63.2
relu_0.1_ours_adam,3,2,Class-IL,94.1
relu_0.1_ours_adam,3,2,Task-IL,94.1
relu_0.1_ours_adam,3,avg,Class-IL,31.37
relu_0.1_ours_adam,3,avg,Task-IL,71.63
relu_0.1_ours_adam,4,0,Class-IL,0.0
relu_0.1_ours_adam,4,0,Task-IL,51.9
relu_0.1_ours_adam,4,1,Class-IL,0.0
relu_0.1_ours_adam,4,1,Task-IL,50.0
relu_0.1_ours_adam,4,2,Class-IL,0.0
relu_0.1_ours_adam,4,2,Task-IL,52.05
relu_0.1_ours_adam,4,3,Class-IL,97.89999999999999
relu_0.1_ours_adam,4,3,Task-IL,97.89999999999999
relu_0.1_ours_adam,4,avg,Class-IL,24.48
relu_0.1_ours_adam,4,avg,Task-IL,62.96
relu_0.1_ours_adam,5,0,Class-IL,0.0
relu_0.1_ours_adam,5,0,Task-IL,50.0
relu_0.1_ours_adam,5,1,Class-IL,0.0
relu_0.1_ours_adam,5,1,Task-IL,46.6
relu_0.1_ours_adam,5,2,Class-IL,0.0
relu_0.1_ours_adam,5,2,Task-IL,51.55
relu_0.1_ours_adam,5,3,Class-IL,0.0
relu_0.1_ours_adam,5,3,Task-IL,50.0
relu_0.1_ours_adam,5,4,Class-IL,94.39999999999999
relu_0.1_ours_adam,5,4,Task-IL,94.39999999999999
relu_0.1_ours_adam,5,avg,Class-IL,18.88
relu_0.1_ours_adam,5,avg,Task-IL,58.51
relu_0.2_ghada_adam,1,0,Class-IL,98.45
relu_0.2_ghada_adam,1,0,Task-IL,98.45
relu_0.2_ghada_adam,1,avg,Class-IL,98.45
relu_0.2_ghada_adam,1,avg,Task-IL,98.45
relu_0.2_ghada_adam,2,0,Class-IL,0.0
relu_0.2_ghada_adam,2,0,Task-IL,51.300000000000004
relu_0.2_ghada_adam,2,1,Class-IL,88.44999999999999
relu_0.2_ghada_adam,2,1,Task-IL,88.44999999999999
relu_0.2_ghada_adam,2,avg,Class-IL,44.22
relu_0.2_ghada_adam,2,avg,Task-IL,69.88
relu_0.2_ghada_adam,3,0,Class-IL,0.0
relu_0.2_ghada_adam,3,0,Task-IL,56.3
relu_0.2_ghada_adam,3,1,Class-IL,0.0
relu_0.2_ghada_adam,3,1,Task-IL,63.6
relu_0.2_ghada_adam,3,2,Class-IL,94.3
relu_0.2_ghada_adam,3,2,Task-IL,94.3
relu_0.2_ghada_adam,3,avg,Class-IL,31.43
relu_0.2_ghada_adam,3,avg,Task-IL,71.4
relu_0.2_ghada_adam,4,0,Class-IL,0.0
relu_0.2_ghada_adam,4,0,Task-IL,55.25
relu_0.2_ghada_adam,4,1,Class-IL,0.0
relu_0.2_ghada_adam,4,1,Task-IL,53.6
relu_0.2_ghada_adam,4,2,Class-IL,0.0
relu_0.2_ghada_adam,4,2,Task-IL,52.400000000000006
relu_0.2_ghada_adam,4,3,Class-IL,98.05
relu_0.2_ghada_adam,4,3,Task-IL,98.05
relu_0.2_ghada_adam,4,avg,Class-IL,24.51
relu_0.2_ghada_adam,4,avg,Task-IL,64.82
relu_0.2_ghada_adam,5,0,Class-IL,0.0
relu_0.2_ghada_adam,5,0,Task-IL,61.75000000000001
relu_0.2_ghada_adam,5,1,Class-IL,0.0
relu_0.2_ghada_adam,5,1,Task-IL,50.849999999999994
relu_0.2_ghada_adam,5,2,Class-IL,0.0
relu_0.2_ghada_adam,5,2,Task-IL,49.8
relu_0.2_ghada_adam,5,3,Class-IL,0.0
relu_0.2_ghada_adam,5,3,Task-IL,59.35
relu_0.2_ghada_adam,5,4,Class-IL,97.15
relu_0.2_ghada_adam,5,4,Task-IL,97.15
relu_0.2_ghada_adam,5,avg,Class-IL,19.43
relu_0.2_ghada_adam,5,avg,Task-IL,63.78
relu_0.1_ghada_sgd,1,0,Class-IL,97.65
relu_0.1_ghada_sgd,1,0,Task-IL,97.65
relu_0.1_ghada_sgd,1,avg,Class-IL,97.65
relu_0.1_ghada_sgd,1,avg,Task-IL,97.65
relu_0.1_ghada_sgd,2,0,Class-IL,0.0
relu_0.1_ghada_sgd,2,0,Task-IL,68.60000000000001
relu_0.1_ghada_sgd,2,1,Class-IL,86.05000000000001
relu_0.1_ghada_sgd,2,1,Task-IL,86.05000000000001
relu_0.1_ghada_sgd,2,avg,Class-IL,43.03
relu_0.1_ghada_sgd,2,avg,Task-IL,77.33
relu_0.1_ghada_sgd,3,0,Class-IL,0.0
relu_0.1_ghada_sgd,3,0,Task-IL,68.8
relu_0.1_ghada_sgd,3,1,Class-IL,0.0
relu_0.1_ghada_sgd,3,1,Task-IL,69.69999999999999
relu_0.1_ghada_sgd,3,2,Class-IL,94.1
relu_0.1_ghada_sgd,3,2,Task-IL,94.1
relu_0.1_ghada_sgd,3,avg,Class-IL,31.37
relu_0.1_ghada_sgd,3,avg,Task-IL,77.53
relu_0.1_ghada_sgd,4,0,Class-IL,0.0
relu_0.1_ghada_sgd,4,0,Task-IL,49.2
relu_0.1_ghada_sgd,4,1,Class-IL,0.0
relu_0.1_ghada_sgd,4,1,Task-IL,51.7
relu_0.1_ghada_sgd,4,2,Class-IL,0.0
relu_0.1_ghada_sgd,4,2,Task-IL,65.9
relu_0.1_ghada_sgd,4,3,Class-IL,97.75
relu_0.1_ghada_sgd,4,3,Task-IL,97.75
relu_0.1_ghada_sgd,4,avg,Class-IL,24.44
relu_0.1_ghada_sgd,4,avg,Task-IL,66.14
relu_0.1_ghada_sgd,5,0,Class-IL,0.0
relu_0.1_ghada_sgd,5,0,Task-IL,79.35
relu_0.1_ghada_sgd,5,1,Class-IL,0.0
relu_0.1_ghada_sgd,5,1,Task-IL,61.650000000000006
relu_0.1_ghada_sgd,5,2,Class-IL,0.0
relu_0.1_ghada_sgd,5,2,Task-IL,68.45
relu_0.1_ghada_sgd,5,3,Class-IL,0.0
relu_0.1_ghada_sgd,5,3,Task-IL,78.0
relu_0.1_ghada_sgd,5,4,Class-IL,97.1
relu_0.1_ghada_sgd,5,4,Task-IL,97.1
relu_0.1_ghada_sgd,5,avg,Class-IL,19.42
relu_0.1_ghada_sgd,5,avg,Task-IL,76.91
relu_0.2_ghada_sgd,1,0,Class-IL,97.65
relu_0.2_ghada_sgd,1,0,Task-IL,97.65
relu_0.2_ghada_sgd,1,avg,Class-IL,97.65
relu_0.2_ghada_sgd,1,avg,Task-IL,97.65
relu_0.2_ghada_sgd,2,0,Class-IL,0.0
relu_0.2_ghada_sgd,2,0,Task-IL,65.45
relu_0.2_ghada_sgd,2,1,Class-IL,85.2
relu_0.2_ghada_sgd,2,1,Task-IL,85.2
relu_0.2_ghada_sgd,2,avg,Class-IL,42.6
relu_0.2_ghada_sgd,2,avg,Task-IL,75.32
relu_0.2_ghada_sgd,3,0,Class-IL,0.0
relu_0.2_ghada_sgd,3,0,Task-IL,71.75
relu_0.2_ghada_sgd,3,1,Class-IL,0.0
relu_0.2_ghada_sgd,3,1,Task-IL,70.1
relu_0.2_ghada_sgd,3,2,Class-IL,94.55
relu_0.2_ghada_sgd,3,2,Task-IL,94.55
relu_0.2_ghada_sgd,3,avg,Class-IL,31.52
relu_0.2_ghada_sgd,3,avg,Task-IL,78.8
relu_0.2_ghada_sgd,4,0,Class-IL,0.0
relu_0.2_ghada_sgd,4,0,Task-IL,47.25
relu_0.2_ghada_sgd,4,1,Class-IL,0.0
relu_0.2_ghada_sgd,4,1,Task-IL,51.9
relu_0.2_ghada_sgd,4,2,Class-IL,0.0
relu_0.2_ghada_sgd,4,2,Task-IL,61.650000000000006
relu_0.2_ghada_sgd,4,3,Class-IL,98.35000000000001
relu_0.2_ghada_sgd,4,3,Task-IL,98.35000000000001
relu_0.2_ghada_sgd,4,avg,Class-IL,24.59
relu_0.2_ghada_sgd,4,avg,Task-IL,64.79
relu_0.2_ghada_sgd,5,0,Class-IL,0.0
relu_0.2_ghada_sgd,5,0,Task-IL,65.75
relu_0.2_ghada_sgd,5,1,Class-IL,0.0
relu_0.2_ghada_sgd,5,1,Task-IL,60.650000000000006
relu_0.2_ghada_sgd,5,2,Class-IL,0.0
relu_0.2_ghada_sgd,5,2,Task-IL,51.0
relu_0.2_ghada_sgd,5,3,Class-IL,0.0
relu_0.2_ghada_sgd,5,3,Task-IL,65.3
relu_0.2_ghada_sgd,5,4,Class-IL,96.0
relu_0.2_ghada_sgd,5,4,Task-IL,96.0
relu_0.2_ghada_sgd,5,avg,Class-IL,19.2
relu_0.2_ghada_sgd,5,avg,Task-IL,67.74
relu_0.3_ghada_sgd,1,0,Class-IL,97.65
relu_0.3_ghada_sgd,1,0,Task-IL,97.65
relu_0.3_ghada_sgd,1,avg,Class-IL,97.65
relu_0.3_ghada_sgd,1,avg,Task-IL,97.65
relu_0.3_ghada_sgd,2,0,Class-IL,0.0
relu_0.3_ghada_sgd,2,0,Task-IL,68.30000000000001
relu_0.3_ghada_sgd,2,1,Class-IL,85.1
relu_0.3_ghada_sgd,2,1,Task-IL,85.1
relu_0.3_ghada_sgd,2,avg,Class-IL,42.55
relu_0.3_ghada_sgd,2,avg,Task-IL,76.7
relu_0.3_ghada_sgd,3,0,Class-IL,0.0
relu_0.3_ghada_sgd,3,0,Task-IL,68.85
relu_0.3_ghada_sgd,3,1,Class-IL,0.0
relu_0.3_ghada_sgd,3,1,Task-IL,69.95
relu_0.3_ghada_sgd,3,2,Class-IL,93.60000000000001
relu_0.3_ghada_sgd,3,2,Task-IL,93.60000000000001
relu_0.3_ghada_sgd,3,avg,Class-IL,31.2
relu_0.3_ghada_sgd,3,avg,Task-IL,77.47
relu_0.3_ghada_sgd,4,0,Class-IL,0.0
relu_0.3_ghada_sgd,4,0,Task-IL,57.35
relu_0.3_ghada_sgd,4,1,Class-IL,0.0
relu_0.3_ghada_sgd,4,1,Task-IL,56.39999999999999
relu_0.3_ghada_sgd,4,2,Class-IL,0.0
relu_0.3_ghada_sgd,4,2,Task-IL,64.5
relu_0.3_ghada_sgd,4,3,Class-IL,98.45
relu_0.3_ghada_sgd,4,3,Task-IL,98.45
relu_0.3_ghada_sgd,4,avg,Class-IL,24.61
relu_0.3_ghada_sgd,4,avg,Task-IL,69.18
relu_0.3_ghada_sgd,5,0,Class-IL,0.0
relu_0.3_ghada_sgd,5,0,Task-IL,63.849999999999994
relu_0.3_ghada_sgd,5,1,Class-IL,0.0
relu_0.3_ghada_sgd,5,1,Task-IL,67.45
relu_0.3_ghada_sgd,5,2,Class-IL,0.0
relu_0.3_ghada_sgd,5,2,Task-IL,67.45
relu_0.3_ghada_sgd,5,3,Class-IL,0.0
relu_0.3_ghada_sgd,5,3,Task-IL,62.150000000000006
relu_0.3_ghada_sgd,5,4,Class-IL,96.7
relu_0.3_ghada_sgd,5,4,Task-IL,96.7
relu_0.3_ghada_sgd,5,avg,Class-IL,19.34
relu_0.3_ghada_sgd,5,avg,Task-IL,71.52
relu_0.2_ours_adam,1,0,Class-IL,98.45
relu_0.2_ours_adam,1,0,Task-IL,98.45
relu_0.2_ours_adam,1,avg,Class-IL,98.45
relu_0.2_ours_adam,1,avg,Task-IL,98.45
relu_0.2_ours_adam,2,0,Class-IL,0.0
relu_0.2_ours_adam,2,0,Task-IL,51.300000000000004
relu_0.2_ours_adam,2,1,Class-IL,88.44999999999999
relu_0.2_ours_adam,2,1,Task-IL,88.44999999999999
relu_0.2_ours_adam,2,avg,Class-IL,44.22
relu_0.2_ours_adam,2,avg,Task-IL,69.88
relu_0.2_ours_adam,3,0,Class-IL,0.0
relu_0.2_ours_adam,3,0,Task-IL,56.3
relu_0.2_ours_adam,3,1,Class-IL,0.0
relu_0.2_ours_adam,3,1,Task-IL,63.6
relu_0.2_ours_adam,3,2,Class-IL,94.3
relu_0.2_ours_adam,3,2,Task-IL,94.3
relu_0.2_ours_adam,3,avg,Class-IL,31.43
relu_0.2_ours_adam,3,avg,Task-IL,71.4
relu_0.2_ours_adam,4,0,Class-IL,0.0
relu_0.2_ours_adam,4,0,Task-IL,48.949999999999996
relu_0.2_ours_adam,4,1,Class-IL,0.0
relu_0.2_ours_adam,4,1,Task-IL,54.7
relu_0.2_ours_adam,4,2,Class-IL,0.0
relu_0.2_ours_adam,4,2,Task-IL,51.0
relu_0.2_ours_adam,4,3,Class-IL,97.6
relu_0.2_ours_adam,4,3,Task-IL,97.6
relu_0.2_ours_adam,4,avg,Class-IL,24.4
relu_0.2_ours_adam,4,avg,Task-IL,63.06
relu_0.2_ours_adam,5,0,Class-IL,0.0
relu_0.2_ours_adam,5,0,Task-IL,50.0
relu_0.2_ours_adam,5,1,Class-IL,0.0
relu_0.2_ours_adam,5,1,Task-IL,47.349999999999994
relu_0.2_ours_adam,5,2,Class-IL,0.0
relu_0.2_ours_adam,5,2,Task-IL,49.9
relu_0.2_ours_adam,5,3,Class-IL,9.85
relu_0.2_ours_adam,5,3,Task-IL,50.0
relu_0.2_ours_adam,5,4,Class-IL,85.55
relu_0.2_ours_adam,5,4,Task-IL,96.6
relu_0.2_ours_adam,5,avg,Class-IL,19.08
relu_0.2_ours_adam,5,avg,Task-IL,58.77
01_baseline_sgd_relu,1,0,Class-IL,97.65
01_baseline_sgd_relu,1,0,Task-IL,97.65
01_baseline_sgd_relu,1,avg,Class-IL,97.65
01_baseline_sgd_relu,1,avg,Task-IL,97.65
01_baseline_sgd_relu,2,0,Class-IL,0.0
01_baseline_sgd_relu,2,0,Task-IL,68.60000000000001
01_baseline_sgd_relu,2,1,Class-IL,86.05000000000001
01_baseline_sgd_relu,2,1,Task-IL,86.05000000000001
01_baseline_sgd_relu,2,avg,Class-IL,43.03
01_baseline_sgd_relu,2,avg,Task-IL,77.33
01_baseline_sgd_relu,3,0,Class-IL,0.0
01_baseline_sgd_relu,3,0,Task-IL,68.05
01_baseline_sgd_relu,3,1,Class-IL,0.0
01_baseline_sgd_relu,3,1,Task-IL,70.65
01_baseline_sgd_relu,3,2,Class-IL,94.0
01_baseline_sgd_relu,3,2,Task-IL,94.0
01_baseline_sgd_relu,3,avg,Class-IL,31.33
01_baseline_sgd_relu,3,avg,Task-IL,77.57
01_baseline_sgd_relu,4,0,Class-IL,0.0
01_baseline_sgd_relu,4,0,Task-IL,44.95
01_baseline_sgd_relu,4,1,Class-IL,0.0
01_baseline_sgd_relu,4,1,Task-IL,54.65
01_baseline_sgd_relu,4,2,Class-IL,0.0
01_baseline_sgd_relu,4,2,Task-IL,68.55
01_baseline_sgd_relu,4,3,Class-IL,98.45
01_baseline_sgd_relu,4,3,Task-IL,98.45
01_baseline_sgd_relu,4,avg,Class-IL,24.61
01_baseline_sgd_relu,4,avg,Task-IL,66.65
01_baseline_sgd_relu,5,0,Class-IL,0.0
01_baseline_sgd_relu,5,0,Task-IL,83.75
01_baseline_sgd_relu,5,1,Class-IL,0.0
01_baseline_sgd_relu,5,1,Task-IL,64.1
01_baseline_sgd_relu,5,2,Class-IL,0.0
01_baseline_sgd_relu,5,2,Task-IL,57.8
01_baseline_sgd_relu,5,3,Class-IL,0.0
01_baseline_sgd_relu,5,3,Task-IL,64.7
01_baseline_sgd_relu,5,4,Class-IL,96.65
01_baseline_sgd_relu,5,4,Task-IL,96.65
01_baseline_sgd_relu,5,avg,Class-IL,19.33
01_baseline_sgd_relu,5,avg,Task-IL,73.4
relu_0.2_ours_sgd,1,0,Class-IL,97.65
relu_0.2_ours_sgd,1,0,Task-IL,97.65
relu_0.2_ours_sgd,1,avg,Class-IL,97.65
relu_0.2_ours_sgd,1,avg,Task-IL,97.65
relu_0.2_ours_sgd,2,0,Class-IL,0.0
relu_0.2_ours_sgd,2,0,Task-IL,71.05
relu_0.2_ours_sgd,2,1,Class-IL,86.6
relu_0.2_ours_sgd,2,1,Task-IL,86.6
relu_0.2_ours_sgd,2,avg,Class-IL,43.3
relu_0.2_ours_sgd,2,avg,Task-IL,78.82
relu_0.2_ours_sgd,3,0,Class-IL,0.0
relu_0.2_ours_sgd,3,0,Task-IL,71.7
relu_0.2_ours_sgd,3,1,Class-IL,0.0
relu_0.2_ours_sgd,3,1,Task-IL,69.85
relu_0.2_ours_sgd,3,2,Class-IL,94.1
relu_0.2_ours_sgd,3,2,Task-IL,94.1
relu_0.2_ours_sgd,3,avg,Class-IL,31.37
relu_0.2_ours_sgd,3,avg,Task-IL,78.55
relu_0.2_ours_sgd,4,0,Class-IL,0.0
relu_0.2_ours_sgd,4,0,Task-IL,47.55
relu_0.2_ours_sgd,4,1,Class-IL,0.0
relu_0.2_ours_sgd,4,1,Task-IL,50.8
relu_0.2_ours_sgd,4,2,Class-IL,0.0
relu_0.2_ours_sgd,4,2,Task-IL,59.75
relu_0.2_ours_sgd,4,3,Class-IL,98.2
relu_0.2_ours_sgd,4,3,Task-IL,98.2
relu_0.2_ours_sgd,4,avg,Class-IL,24.55
relu_0.2_ours_sgd,4,avg,Task-IL,64.08
relu_0.2_ours_sgd,5,0,Class-IL,0.0
relu_0.2_ours_sgd,5,0,Task-IL,77.60000000000001
relu_0.2_ours_sgd,5,1,Class-IL,0.0
relu_0.2_ours_sgd,5,1,Task-IL,59.599999999999994
relu_0.2_ours_sgd,5,2,Class-IL,0.0
relu_0.2_ours_sgd,5,2,Task-IL,49.15
relu_0.2_ours_sgd,5,3,Class-IL,0.0
relu_0.2_ours_sgd,5,3,Task-IL,67.0
relu_0.2_ours_sgd,5,4,Class-IL,97.3
relu_0.2_ours_sgd,5,4,Task-IL,97.3
relu_0.2_ours_sgd,5,avg,Class-IL,19.46
relu_0.2_ours_sgd,5,avg,Task-IL,70.13
relu_0.3_ghada_adam,1,0,Class-IL,98.45
relu_0.3_ghada_adam,1,0,Task-IL,98.45
relu_0.3_ghada_adam,1,avg,Class-IL,98.45
relu_0.3_ghada_adam,1,avg,Task-IL,98.45
relu_0.3_ghada_adam,2,0,Class-IL,0.0
relu_0.3_ghada_adam,2,0,Task-IL,49.25
relu_0.3_ghada_adam,2,1,Class-IL,86.9
relu_0.3_ghada_adam,2,1,Task-IL,86.9
relu_0.3_ghada_adam,2,avg,Class-IL,43.45
relu_0.3_ghada_adam,2,avg,Task-IL,68.08
relu_0.3_ghada_adam,3,0,Class-IL,0.0
relu_0.3_ghada_adam,3,0,Task-IL,45.15
relu_0.3_ghada_adam,3,1,Class-IL,0.0
relu_0.3_ghada_adam,3,1,Task-IL,56.89999999999999
relu_0.3_ghada_adam,3,2,Class-IL,94.05
relu_0.3_ghada_adam,3,2,Task-IL,94.05
relu_0.3_ghada_adam,3,avg,Class-IL,31.35
relu_0.3_ghada_adam,3,avg,Task-IL,65.37
relu_0.3_ghada_adam,4,0,Class-IL,0.0
relu_0.3_ghada_adam,4,0,Task-IL,53.7
relu_0.3_ghada_adam,4,1,Class-IL,0.0
relu_0.3_ghada_adam,4,1,Task-IL,49.95
relu_0.3_ghada_adam,4,2,Class-IL,9.75
relu_0.3_ghada_adam,4,2,Task-IL,47.699999999999996
relu_0.3_ghada_adam,4,3,Class-IL,86.45
relu_0.3_ghada_adam,4,3,Task-IL,98.05
relu_0.3_ghada_adam,4,avg,Class-IL,24.05
relu_0.3_ghada_adam,4,avg,Task-IL,62.35
relu_0.3_ghada_adam,5,0,Class-IL,0.0
relu_0.3_ghada_adam,5,0,Task-IL,50.0
relu_0.3_ghada_adam,5,1,Class-IL,0.0
relu_0.3_ghada_adam,5,1,Task-IL,42.55
relu_0.3_ghada_adam,5,2,Class-IL,0.0
relu_0.3_ghada_adam,5,2,Task-IL,52.949999999999996
relu_0.3_ghada_adam,5,3,Class-IL,0.0
relu_0.3_ghada_adam,5,3,Task-IL,58.4
relu_0.3_ghada_adam,5,4,Class-IL,97.45
relu_0.3_ghada_adam,5,4,Task-IL,97.45
relu_0.3_ghada_adam,5,avg,Class-IL,19.49
relu_0.3_ghada_adam,5,avg,Task-IL,60.27
relu_0.3_ours_adam,1,0,Class-IL,98.45
relu_0.3_ours_adam,1,0,Task-IL,98.45
relu_0.3_ours_adam,1,avg,Class-IL,98.45
relu_0.3_ours_adam,1,avg,Task-IL,98.45
relu_0.3_ours_adam,2,0,Class-IL,0.0
relu_0.3_ours_adam,2,0,Task-IL,55.65
relu_0.3_ours_adam,2,1,Class-IL,87.9
relu_0.3_ours_adam,2,1,Task-IL,87.9
relu_0.3_ours_adam,2,avg,Class-IL,43.95
relu_0.3_ours_adam,2,avg,Task-IL,71.78
relu_0.3_ours_adam,3,0,Class-IL,0.0
relu_0.3_ours_adam,3,0,Task-IL,73.15
relu_0.3_ours_adam,3,1,Class-IL,0.0
relu_0.3_ours_adam,3,1,Task-IL,63.3
relu_0.3_ours_adam,3,2,Class-IL,95.3
relu_0.3_ours_adam,3,2,Task-IL,95.3
relu_0.3_ours_adam,3,avg,Class-IL,31.77
relu_0.3_ours_adam,3,avg,Task-IL,77.25
relu_0.3_ours_adam,4,0,Class-IL,0.0
relu_0.3_ours_adam,4,0,Task-IL,50.24999999999999
relu_0.3_ours_adam,4,1,Class-IL,0.0
relu_0.3_ours_adam,4,1,Task-IL,46.800000000000004
relu_0.3_ours_adam,4,2,Class-IL,0.0
relu_0.3_ours_adam,4,2,Task-IL,48.15
relu_0.3_ours_adam,4,3,Class-IL,97.55
relu_0.3_ours_adam,4,3,Task-IL,97.55
relu_0.3_ours_adam,4,avg,Class-IL,24.39
relu_0.3_ours_adam,4,avg,Task-IL,60.69
relu_0.3_ours_adam,5,0,Class-IL,0.0
relu_0.3_ours_adam,5,0,Task-IL,64.55
relu_0.3_ours_adam,5,1,Class-IL,0.0
relu_0.3_ours_adam,5,1,Task-IL,42.6
relu_0.3_ours_adam,5,2,Class-IL,0.0
relu_0.3_ours_adam,5,2,Task-IL,58.25
relu_0.3_ours_adam,5,3,Class-IL,0.0
relu_0.3_ours_adam,5,3,Task-IL,53.400000000000006
relu_0.3_ours_adam,5,4,Class-IL,94.19999999999999
relu_0.3_ours_adam,5,4,Task-IL,94.19999999999999
relu_0.3_ours_adam,5,avg,Class-IL,18.84
relu_0.3_ours_adam,5,avg,Task-IL,62.6
relu_0.1_ours_sgd,1,0,Class-IL,97.65
relu_0.1_ours_sgd,1,0,Task-IL,97.65
relu_0.1_ours_sgd,1,avg,Class-IL,97.65
relu_0.1_ours_sgd,1,avg,Task-IL,97.65
relu_0.1_ours_sgd,2,0,Class-IL,0.0
relu_0.1_ours_sgd,2,0,Task-IL,68.60000000000001
