model,num_tasks_seen,task,metric_type,accuracy
relu_0.1_ours_adam,4,1,Task-IL,54.85
relu_0.1_ours_adam,4,2,Class-IL,0.0
relu_0.1_ours_adam,4,2,Task-IL,64.75
relu_0.1_ours_adam,4,3,Class-IL,77.0
relu_0.1_ours_adam,4,3,Task-IL,77.0
relu_0.1_ours_adam,4,avg,Class-IL,19.25
relu_0.1_ours_adam,4,avg,Task-IL,60.49
relu_0.1_ours_adam,5,0,Class-IL,0.0
relu_0.1_ours_adam,5,0,Task-IL,44.35
relu_0.1_ours_adam,5,1,Class-IL,0.0
relu_0.1_ours_adam,5,1,Task-IL,76.44999999999999
relu_0.1_ours_adam,5,2,Class-IL,0.0
relu_0.1_ours_adam,5,2,Task-IL,55.35
relu_0.1_ours_adam,5,3,Class-IL,0.0
relu_0.1_ours_adam,5,3,Task-IL,67.7
relu_0.1_ours_adam,5,4,Class-IL,86.7
relu_0.1_ours_adam,5,4,Task-IL,86.7
relu_0.1_ours_adam,5,avg,Class-IL,17.34
relu_0.1_ours_adam,5,avg,Task-IL,66.11
01_baseline_sgd_relu,1,0,Class-IL,97.1
01_baseline_sgd_relu,1,0,Task-IL,97.1
01_baseline_sgd_relu,1,avg,Class-IL,97.1
01_baseline_sgd_relu,1,avg,Task-IL,97.1
01_baseline_sgd_relu,2,0,Class-IL,0.0
01_baseline_sgd_relu,2,0,Task-IL,68.35
01_baseline_sgd_relu,2,1,Class-IL,85.9
01_baseline_sgd_relu,2,1,Task-IL,85.9
01_baseline_sgd_relu,2,avg,Class-IL,42.95
01_baseline_sgd_relu,2,avg,Task-IL,77.12
01_baseline_sgd_relu,3,0,Class-IL,0.0
01_baseline_sgd_relu,3,0,Task-IL,71.39999999999999
01_baseline_sgd_relu,3,1,Class-IL,0.0
01_baseline_sgd_relu,3,1,Task-IL,68.7
01_baseline_sgd_relu,3,2,Class-IL,94.0
01_baseline_sgd_relu,3,2,Task-IL,94.0
01_baseline_sgd_relu,3,avg,Class-IL,31.33
01_baseline_sgd_relu,3,avg,Task-IL,78.03
01_baseline_sgd_relu,4,0,Class-IL,0.0
01_baseline_sgd_relu,4,0,Task-IL,47.349999999999994
01_baseline_sgd_relu,4,1,Class-IL,0.0
01_baseline_sgd_relu,4,1,Task-IL,51.24999999999999
01_baseline_sgd_relu,4,2,Class-IL,0.0
01_baseline_sgd_relu,4,2,Task-IL,60.6
01_baseline_sgd_relu,4,3,Class-IL,97.3
01_baseline_sgd_relu,4,3,Task-IL,97.3
01_baseline_sgd_relu,4,avg,Class-IL,24.32
01_baseline_sgd_relu,4,avg,Task-IL,64.12
01_baseline_sgd_relu,5,0,Class-IL,0.0
01_baseline_sgd_relu,5,0,Task-IL,76.55
01_baseline_sgd_relu,5,1,Class-IL,0.0
01_baseline_sgd_relu,5,1,Task-IL,53.6
01_baseline_sgd_relu,5,2,Class-IL,0.0
01_baseline_sgd_relu,5,2,Task-IL,63.1
01_baseline_sgd_relu,5,3,Class-IL,0.0
01_baseline_sgd_relu,5,3,Task-IL,54.6
01_baseline_sgd_relu,5,4,Class-IL,95.45
01_baseline_sgd_relu,5,4,Task-IL,95.45
01_baseline_sgd_relu,5,avg,Class-IL,19.09
01_baseline_sgd_relu,5,avg,Task-IL,68.66
relu_0.3_ours_sgd,1,0,Class-IL,97.1
relu_0.3_ours_sgd,1,0,Task-IL,97.1
relu_0.3_ours_sgd,1,avg,Class-IL,97.1
relu_0.3_ours_sgd,1,avg,Task-IL,97.1
relu_0.3_ours_sgd,2,0,Class-IL,0.0
relu_0.3_ours_sgd,2,0,Task-IL,69.3
relu_0.3_ours_sgd,2,1,Class-IL,85.3
relu_0.3_ours_sgd,2,1,Task-IL,85.3
relu_0.3_ours_sgd,2,avg,Class-IL,42.65
relu_0.3_ours_sgd,2,avg,Task-IL,77.3
relu_0.3_ours_sgd,3,0,Class-IL,0.0
relu_0.3_ours_sgd,3,0,Task-IL,73.1
relu_0.3_ours_sgd,3,1,Class-IL,0.0
relu_0.3_ours_sgd,3,1,Task-IL,65.8
relu_0.3_ours_sgd,3,2,Class-IL,91.5
relu_0.3_ours_sgd,3,2,Task-IL,91.5
relu_0.3_ours_sgd,3,avg,Class-IL,30.5
relu_0.3_ours_sgd,3,avg,Task-IL,76.8
relu_0.3_ours_sgd,4,0,Class-IL,0.0
relu_0.3_ours_sgd,4,0,Task-IL,38.4
relu_0.3_ours_sgd,4,1,Class-IL,0.0
relu_0.3_ours_sgd,4,1,Task-IL,55.400000000000006
relu_0.3_ours_sgd,4,2,Class-IL,0.0
relu_0.3_ours_sgd,4,2,Task-IL,44.75
relu_0.3_ours_sgd,4,3,Class-IL,97.3
relu_0.3_ours_sgd,4,3,Task-IL,97.3
relu_0.3_ours_sgd,4,avg,Class-IL,24.32
relu_0.3_ours_sgd,4,avg,Task-IL,58.96
relu_0.3_ours_sgd,5,0,Class-IL,0.0
relu_0.3_ours_sgd,5,0,Task-IL,66.05
relu_0.3_ours_sgd,5,1,Class-IL,0.0
relu_0.3_ours_sgd,5,1,Task-IL,50.7
relu_0.3_ours_sgd,5,2,Class-IL,0.0
relu_0.3_ours_sgd,5,2,Task-IL,44.25
relu_0.3_ours_sgd,5,3,Class-IL,0.0
relu_0.3_ours_sgd,5,3,Task-IL,50.3
relu_0.3_ours_sgd,5,4,Class-IL,96.05
relu_0.3_ours_sgd,5,4,Task-IL,96.05
relu_0.3_ours_sgd,5,avg,Class-IL,19.21
relu_0.3_ours_sgd,5,avg,Task-IL,61.47
