model,num_tasks_seen,task,metric_type,accuracy
relu_0.1_win5_method2_sgd,5,1,Task-IL,48.199999999999996
relu_0.1_win5_method2_sgd,5,2,Class-IL,0.0
relu_0.1_win5_method2_sgd,5,2,Task-IL,58.9
relu_0.1_win5_method2_sgd,5,3,Class-IL,0.0
relu_0.1_win5_method2_sgd,5,3,Task-IL,58.15
relu_0.1_win5_method2_sgd,5,4,Class-IL,97.35000000000001
relu_0.1_win5_method2_sgd,5,4,Task-IL,97.35000000000001
relu_0.1_win5_method2_sgd,5,avg,Class-IL,19.47
relu_0.1_win5_method2_sgd,5,avg,Task-IL,63.87
relu_0.1_win3_method2_adam,1,0,Class-IL,96.89999999999999
relu_0.1_win3_method2_adam,1,0,Task-IL,96.89999999999999
relu_0.1_win3_method2_adam,1,avg,Class-IL,96.9
relu_0.1_win3_method2_adam,1,avg,Task-IL,96.9
relu_0.1_win3_method2_adam,2,0,Class-IL,0.0
relu_0.1_win3_method2_adam,2,0,Task-IL,50.2
relu_0.1_win3_method2_adam,2,1,Class-IL,77.55
relu_0.1_win3_method2_adam,2,1,Task-IL,77.55
relu_0.1_win3_method2_adam,2,avg,Class-IL,38.78
relu_0.1_win3_method2_adam,2,avg,Task-IL,63.88
relu_0.1_win3_method2_adam,3,0,Class-IL,0.0
relu_0.1_win3_method2_adam,3,0,Task-IL,50.2
relu_0.1_win3_method2_adam,3,1,Class-IL,0.0
relu_0.1_win3_method2_adam,3,1,Task-IL,50.2
relu_0.1_win3_method2_adam,3,2,Class-IL,94.55
relu_0.1_win3_method2_adam,3,2,Task-IL,94.55
relu_0.1_win3_method2_adam,3,avg,Class-IL,31.52
relu_0.1_win3_method2_adam,3,avg,Task-IL,64.98
relu_0.1_win3_method2_adam,4,0,Class-IL,0.0
relu_0.1_win3_method2_adam,4,0,Task-IL,51.800000000000004
relu_0.1_win3_method2_adam,4,1,Class-IL,0.0
relu_0.1_win3_method2_adam,4,1,Task-IL,52.1
relu_0.1_win3_method2_adam,4,2,Class-IL,0.0
relu_0.1_win3_method2_adam,4,2,Task-IL,54.55
relu_0.1_win3_method2_adam,4,3,Class-IL,98.05
relu_0.1_win3_method2_adam,4,3,Task-IL,98.05
relu_0.1_win3_method2_adam,4,avg,Class-IL,24.51
relu_0.1_win3_method2_adam,4,avg,Task-IL,64.12
relu_0.1_win3_method2_adam,5,0,Class-IL,0.0
relu_0.1_win3_method2_adam,5,0,Task-IL,41.9
relu_0.1_win3_method2_adam,5,1,Class-IL,0.0
relu_0.1_win3_method2_adam,5,1,Task-IL,47.9
relu_0.1_win3_method2_adam,5,2,Class-IL,0.0
relu_0.1_win3_method2_adam,5,2,Task-IL,52.349999999999994
relu_0.1_win3_method2_adam,5,3,Class-IL,0.0
relu_0.1_win3_method2_adam,5,3,Task-IL,48.25
relu_0.1_win3_method2_adam,5,4,Class-IL,96.95
relu_0.1_win3_method2_adam,5,4,Task-IL,96.95
relu_0.1_win3_method2_adam,5,avg,Class-IL,19.39
relu_0.1_win3_method2_adam,5,avg,Task-IL,57.47
relu_0.05_win5_method2_adam,1,0,Class-IL,96.89999999999999
relu_0.05_win5_method2_adam,1,0,Task-IL,96.89999999999999
relu_0.05_win5_method2_adam,1,avg,Class-IL,96.9
relu_0.05_win5_method2_adam,1,avg,Task-IL,96.9
relu_0.05_win5_method2_adam,2,0,Class-IL,0.0
relu_0.05_win5_method2_adam,2,0,Task-IL,49.95
relu_0.05_win5_method2_adam,2,1,Class-IL,84.15
relu_0.05_win5_method2_adam,2,1,Task-IL,84.15
relu_0.05_win5_method2_adam,2,avg,Class-IL,42.08
relu_0.05_win5_method2_adam,2,avg,Task-IL,67.05
relu_0.05_win5_method2_adam,3,0,Class-IL,0.0
relu_0.05_win5_method2_adam,3,0,Task-IL,35.199999999999996
relu_0.05_win5_method2_adam,3,1,Class-IL,0.0
relu_0.05_win5_method2_adam,3,1,Task-IL,50.2
relu_0.05_win5_method2_adam,3,2,Class-IL,94.75
relu_0.05_win5_method2_adam,3,2,Task-IL,94.75
relu_0.05_win5_method2_adam,3,avg,Class-IL,31.58
relu_0.05_win5_method2_adam,3,avg,Task-IL,60.05
relu_0.05_win5_method2_adam,4,0,Class-IL,0.0
relu_0.05_win5_method2_adam,4,0,Task-IL,44.7
relu_0.05_win5_method2_adam,4,1,Class-IL,0.0
relu_0.05_win5_method2_adam,4,1,Task-IL,50.0
relu_0.05_win5_method2_adam,4,2,Class-IL,0.0
relu_0.05_win5_method2_adam,4,2,Task-IL,55.2
relu_0.05_win5_method2_adam,4,3,Class-IL,98.15
relu_0.05_win5_method2_adam,4,3,Task-IL,98.15
relu_0.05_win5_method2_adam,4,avg,Class-IL,24.54
relu_0.05_win5_method2_adam,4,avg,Task-IL,62.01
relu_0.05_win5_method2_adam,5,0,Class-IL,0.0
relu_0.05_win5_method2_adam,5,0,Task-IL,22.2
relu_0.05_win5_method2_adam,5,1,Class-IL,0.0
relu_0.05_win5_method2_adam,5,1,Task-IL,39.75
relu_0.05_win5_method2_adam,5,2,Class-IL,0.0
relu_0.05_win5_method2_adam,5,2,Task-IL,53.75
relu_0.05_win5_method2_adam,5,3,Class-IL,0.0
relu_0.05_win5_method2_adam,5,3,Task-IL,54.55
relu_0.05_win5_method2_adam,5,4,Class-IL,97.35000000000001
relu_0.05_win5_method2_adam,5,4,Task-IL,97.35000000000001
relu_0.05_win5_method2_adam,5,avg,Class-IL,19.47
relu_0.05_win5_method2_adam,5,avg,Task-IL,53.52
relu_0.025_win10_method2_adam,1,0,Class-IL,96.89999999999999
relu_0.025_win10_method2_adam,1,0,Task-IL,96.89999999999999
relu_0.025_win10_method2_adam,1,avg,Class-IL,96.9
relu_0.025_win10_method2_adam,1,avg,Task-IL,96.9
relu_0.025_win10_method2_adam,2,0,Class-IL,0.0
relu_0.025_win10_method2_adam,2,0,Task-IL,50.05
relu_0.025_win10_method2_adam,2,1,Class-IL,84.85000000000001
relu_0.025_win10_method2_adam,2,1,Task-IL,84.85000000000001
relu_0.025_win10_method2_adam,2,avg,Class-IL,42.42
relu_0.025_win10_method2_adam,2,avg,Task-IL,67.45
relu_0.025_win10_method2_adam,3,0,Class-IL,0.0
relu_0.025_win10_method2_adam,3,0,Task-IL,39.7
relu_0.025_win10_method2_adam,3,1,Class-IL,0.0
relu_0.025_win10_method2_adam,3,1,Task-IL,50.14999999999999
relu_0.025_win10_method2_adam,3,2,Class-IL,95.25
relu_0.025_win10_method2_adam,3,2,Task-IL,95.25
relu_0.025_win10_method2_adam,3,avg,Class-IL,31.75
relu_0.025_win10_method2_adam,3,avg,Task-IL,61.7
relu_0.025_win10_method2_adam,4,0,Class-IL,0.0
relu_0.025_win10_method2_adam,4,0,Task-IL,65.25
relu_0.025_win10_method2_adam,4,1,Class-IL,0.0
relu_0.025_win10_method2_adam,4,1,Task-IL,49.75
relu_0.025_win10_method2_adam,4,2,Class-IL,0.0
relu_0.025_win10_method2_adam,4,2,Task-IL,45.7
relu_0.025_win10_method2_adam,4,3,Class-IL,98.1
relu_0.025_win10_method2_adam,4,3,Task-IL,98.1
relu_0.025_win10_method2_adam,4,avg,Class-IL,24.52
relu_0.025_win10_method2_adam,4,avg,Task-IL,64.7
relu_0.025_win10_method2_adam,5,0,Class-IL,0.0
relu_0.025_win10_method2_adam,5,0,Task-IL,13.600000000000001
relu_0.025_win10_method2_adam,5,1,Class-IL,0.0
relu_0.025_win10_method2_adam,5,1,Task-IL,50.349999999999994
relu_0.025_win10_method2_adam,5,2,Class-IL,0.0
relu_0.025_win10_method2_adam,5,2,Task-IL,50.64999999999999
relu_0.025_win10_method2_adam,5,3,Class-IL,0.0
relu_0.025_win10_method2_adam,5,3,Task-IL,50.9
relu_0.025_win10_method2_adam,5,4,Class-IL,97.39999999999999
relu_0.025_win10_method2_adam,5,4,Task-IL,97.39999999999999
relu_0.025_win10_method2_adam,5,avg,Class-IL,19.48
relu_0.025_win10_method2_adam,5,avg,Task-IL,52.58
relu_0.1_win5_method2_adam,1,0,Class-IL,96.89999999999999
relu_0.1_win5_method2_adam,1,0,Task-IL,96.89999999999999
relu_0.1_win5_method2_adam,1,avg,Class-IL,96.9
relu_0.1_win5_method2_adam,1,avg,Task-IL,96.9
relu_0.1_win5_method2_adam,2,0,Class-IL,0.0
relu_0.1_win5_method2_adam,2,0,Task-IL,51.05
relu_0.1_win5_method2_adam,2,1,Class-IL,85.05
relu_0.1_win5_method2_adam,2,1,Task-IL,85.05
relu_0.1_win5_method2_adam,2,avg,Class-IL,42.52
relu_0.1_win5_method2_adam,2,avg,Task-IL,68.05
relu_0.1_win5_method2_adam,3,0,Class-IL,0.0
relu_0.1_win5_method2_adam,3,0,Task-IL,42.85
relu_0.1_win5_method2_adam,3,1,Class-IL,0.0
relu_0.1_win5_method2_adam,3,1,Task-IL,50.0
relu_0.1_win5_method2_adam,3,2,Class-IL,94.8
relu_0.1_win5_method2_adam,3,2,Task-IL,94.8
relu_0.1_win5_method2_adam,3,avg,Class-IL,31.6
relu_0.1_win5_method2_adam,3,avg,Task-IL,62.55
relu_0.1_win5_method2_adam,4,0,Class-IL,0.0
relu_0.1_win5_method2_adam,4,0,Task-IL,47.85
relu_0.1_win5_method2_adam,4,1,Class-IL,0.0
relu_0.1_win5_method2_adam,4,1,Task-IL,48.55
relu_0.1_win5_method2_adam,4,2,Class-IL,0.0
relu_0.1_win5_method2_adam,4,2,Task-IL,50.849999999999994
relu_0.1_win5_method2_adam,4,3,Class-IL,98.3
relu_0.1_win5_method2_adam,4,3,Task-IL,98.3
relu_0.1_win5_method2_adam,4,avg,Class-IL,24.58
relu_0.1_win5_method2_adam,4,avg,Task-IL,61.39
relu_0.1_win5_method2_adam,5,0,Class-IL,0.0
relu_0.1_win5_method2_adam,5,0,Task-IL,71.8
relu_0.1_win5_method2_adam,5,1,Class-IL,0.0
relu_0.1_win5_method2_adam,5,1,Task-IL,47.0
relu_0.1_win5_method2_adam,5,2,Class-IL,0.0
relu_0.1_win5_method2_adam,5,2,Task-IL,49.8
relu_0.1_win5_method2_adam,5,3,Class-IL,0.0
relu_0.1_win5_method2_adam,5,3,Task-IL,51.1
relu_0.1_win5_method2_adam,5,4,Class-IL,97.25
relu_0.1_win5_method2_adam,5,4,Task-IL,97.25
relu_0.1_win5_method2_adam,5,avg,Class-IL,19.45
relu_0.1_win5_method2_adam,5,avg,Task-IL,63.39
relu_0.1_win10_method2_adam,1,0,Class-IL,96.89999999999999
relu_0.1_win10_method2_adam,1,0,Task-IL,96.89999999999999
relu_0.1_win10_method2_adam,1,avg,Class-IL,96.9
relu_0.1_win10_method2_adam,1,avg,Task-IL,96.9
relu_0.1_win10_method2_adam,2,0,Class-IL,0.0
relu_0.1_win10_method2_adam,2,0,Task-IL,50.14999999999999
relu_0.1_win10_method2_adam,2,1,Class-IL,82.0
relu_0.1_win10_method2_adam,2,1,Task-IL,82.0
relu_0.1_win10_method2_adam,2,avg,Class-IL,41.0
relu_0.1_win10_method2_adam,2,avg,Task-IL,66.07
relu_0.1_win10_method2_adam,3,0,Class-IL,0.0
relu_0.1_win10_method2_adam,3,0,Task-IL,47.15
relu_0.1_win10_method2_adam,3,1,Class-IL,0.0
relu_0.1_win10_method2_adam,3,1,Task-IL,50.1
relu_0.1_win10_method2_adam,3,2,Class-IL,94.35
relu_0.1_win10_method2_adam,3,2,Task-IL,94.35
relu_0.1_win10_method2_adam,3,avg,Class-IL,31.45
relu_0.1_win10_method2_adam,3,avg,Task-IL,63.87
relu_0.1_win10_method2_adam,4,0,Class-IL,0.0
relu_0.1_win10_method2_adam,4,0,Task-IL,52.05
relu_0.1_win10_method2_adam,4,1,Class-IL,0.0
relu_0.1_win10_method2_adam,4,1,Task-IL,49.9
relu_0.1_win10_method2_adam,4,2,Class-IL,0.0
relu_0.1_win10_method2_adam,4,2,Task-IL,55.1
relu_0.1_win10_method2_adam,4,3,Class-IL,98.25
relu_0.1_win10_method2_adam,4,3,Task-IL,98.25
relu_0.1_win10_method2_adam,4,avg,Class-IL,24.56
relu_0.1_win10_method2_adam,4,avg,Task-IL,63.82
relu_0.1_win10_method2_adam,5,0,Class-IL,0.0
relu_0.1_win10_method2_adam,5,0,Task-IL,47.949999999999996
relu_0.1_win10_method2_adam,5,1,Class-IL,0.0
relu_0.1_win10_method2_adam,5,1,Task-IL,51.949999999999996
relu_0.1_win10_method2_adam,5,2,Class-IL,0.0
relu_0.1_win10_method2_adam,5,2,Task-IL,47.0
relu_0.1_win10_method2_adam,5,3,Class-IL,0.0
relu_0.1_win10_method2_adam,5,3,Task-IL,60.099999999999994
relu_0.1_win10_method2_adam,5,4,Class-IL,97.3
relu_0.1_win10_method2_adam,5,4,Task-IL,97.3
relu_0.1_win10_method2_adam,5,avg,Class-IL,19.46
relu_0.1_win10_method2_adam,5,avg,Task-IL,60.86
relu_0.05_win3_method2_adam,1,0,Class-IL,96.89999999999999
relu_0.05_win3_method2_adam,1,0,Task-IL,96.89999999999999
relu_0.05_win3_method2_adam,1,avg,Class-IL,96.9
relu_0.05_win3_method2_adam,1,avg,Task-IL,96.9
relu_0.05_win3_method2_adam,2,0,Class-IL,0.0
relu_0.05_win3_method2_adam,2,0,Task-IL,49.45
relu_0.05_win3_method2_adam,2,1,Class-IL,82.6
relu_0.05_win3_method2_adam,2,1,Task-IL,82.6
relu_0.05_win3_method2_adam,2,avg,Class-IL,41.3
relu_0.05_win3_method2_adam,2,avg,Task-IL,66.03
relu_0.05_win3_method2_adam,3,0,Class-IL,0.0
relu_0.05_win3_method2_adam,3,0,Task-IL,40.1
relu_0.05_win3_method2_adam,3,1,Class-IL,0.0
relu_0.05_win3_method2_adam,3,1,Task-IL,50.9
relu_0.05_win3_method2_adam,3,2,Class-IL,94.8
relu_0.05_win3_method2_adam,3,2,Task-IL,94.8
relu_0.05_win3_method2_adam,3,avg,Class-IL,31.6
relu_0.05_win3_method2_adam,3,avg,Task-IL,61.93
relu_0.05_win3_method2_adam,4,0,Class-IL,0.0
relu_0.05_win3_method2_adam,4,0,Task-IL,43.05
relu_0.05_win3_method2_adam,4,1,Class-IL,0.0
relu_0.05_win3_method2_adam,4,1,Task-IL,49.0
relu_0.05_win3_method2_adam,4,2,Class-IL,0.0
relu_0.05_win3_method2_adam,4,2,Task-IL,55.300000000000004
relu_0.05_win3_method2_adam,4,3,Class-IL,98.4
relu_0.05_win3_method2_adam,4,3,Task-IL,98.4
relu_0.05_win3_method2_adam,4,avg,Class-IL,24.6
relu_0.05_win3_method2_adam,4,avg,Task-IL,61.44
relu_0.05_win3_method2_adam,5,0,Class-IL,0.0
relu_0.05_win3_method2_adam,5,0,Task-IL,62.45
relu_0.05_win3_method2_adam,5,1,Class-IL,0.0
relu_0.05_win3_method2_adam,5,1,Task-IL,48.55
relu_0.05_win3_method2_adam,5,2,Class-IL,0.0
relu_0.05_win3_method2_adam,5,2,Task-IL,52.949999999999996
relu_0.05_win3_method2_adam,5,3,Class-IL,0.0
relu_0.05_win3_method2_adam,5,3,Task-IL,55.60000000000001
relu_0.05_win3_method2_adam,5,4,Class-IL,97.15
relu_0.05_win3_method2_adam,5,4,Task-IL,97.15
relu_0.05_win3_method2_adam,5,avg,Class-IL,19.43
relu_0.05_win3_method2_adam,5,avg,Task-IL,63.34
relu_0.025_win3_method2_sgd,1,0,Class-IL,97.25
relu_0.025_win3_method2_sgd,1,0,Task-IL,97.25
relu_0.025_win3_method2_sgd,1,avg,Class-IL,97.25
relu_0.025_win3_method2_sgd,1,avg,Task-IL,97.25
relu_0.025_win3_method2_sgd,2,0,Class-IL,0.0
relu_0.025_win3_method2_sgd,2,0,Task-IL,71.1
relu_0.025_win3_method2_sgd,2,1,Class-IL,87.0
relu_0.025_win3_method2_sgd,2,1,Task-IL,87.0
relu_0.025_win3_method2_sgd,2,avg,Class-IL,43.5
relu_0.025_win3_method2_sgd,2,avg,Task-IL,79.05
