model,num_tasks_seen,task,metric_type,accuracy
relu_0.1_method1_sgd,2,1,Task-IL,85.9
relu_0.1_method1_sgd,2,avg,Class-IL,42.95
relu_0.1_method1_sgd,2,avg,Task-IL,77.12
relu_0.1_method1_sgd,3,0,Class-IL,0.0
relu_0.1_method1_sgd,3,0,Task-IL,72.15
relu_0.1_method1_sgd,3,1,Class-IL,0.0
relu_0.1_method1_sgd,3,1,Task-IL,65.14999999999999
relu_0.1_method1_sgd,3,2,Class-IL,93.35
relu_0.1_method1_sgd,3,2,Task-IL,93.35
relu_0.1_method1_sgd,3,avg,Class-IL,31.12
relu_0.1_method1_sgd,3,avg,Task-IL,76.88
relu_0.1_method1_sgd,4,0,Class-IL,0.0
relu_0.1_method1_sgd,4,0,Task-IL,48.4
relu_0.1_method1_sgd,4,1,Class-IL,0.0
relu_0.1_method1_sgd,4,1,Task-IL,57.4
relu_0.1_method1_sgd,4,2,Class-IL,0.0
relu_0.1_method1_sgd,4,2,Task-IL,63.24999999999999
relu_0.1_method1_sgd,4,3,Class-IL,98.05
relu_0.1_method1_sgd,4,3,Task-IL,98.05
relu_0.1_method1_sgd,4,avg,Class-IL,24.51
relu_0.1_method1_sgd,4,avg,Task-IL,66.77
relu_0.1_method1_sgd,5,0,Class-IL,0.0
relu_0.1_method1_sgd,5,0,Task-IL,75.1
relu_0.1_method1_sgd,5,1,Class-IL,0.0
relu_0.1_method1_sgd,5,1,Task-IL,53.25
relu_0.1_method1_sgd,5,2,Class-IL,0.0
relu_0.1_method1_sgd,5,2,Task-IL,55.45
relu_0.1_method1_sgd,5,3,Class-IL,0.0
relu_0.1_method1_sgd,5,3,Task-IL,61.9
relu_0.1_method1_sgd,5,4,Class-IL,96.65
relu_0.1_method1_sgd,5,4,Task-IL,96.65
relu_0.1_method1_sgd,5,avg,Class-IL,19.33
relu_0.1_method1_sgd,5,avg,Task-IL,68.47
relu_0.3_method1_sgd,1,0,Class-IL,97.1
relu_0.3_method1_sgd,1,0,Task-IL,97.1
relu_0.3_method1_sgd,1,avg,Class-IL,97.1
relu_0.3_method1_sgd,1,avg,Task-IL,97.1
relu_0.3_method1_sgd,2,0,Class-IL,0.0
relu_0.3_method1_sgd,2,0,Task-IL,52.6
relu_0.3_method1_sgd,2,1,Class-IL,87.5
relu_0.3_method1_sgd,2,1,Task-IL,87.5
relu_0.3_method1_sgd,2,avg,Class-IL,43.75
relu_0.3_method1_sgd,2,avg,Task-IL,70.05
relu_0.3_method1_sgd,3,0,Class-IL,0.0
relu_0.3_method1_sgd,3,0,Task-IL,70.55
relu_0.3_method1_sgd,3,1,Class-IL,0.0
relu_0.3_method1_sgd,3,1,Task-IL,56.25
relu_0.3_method1_sgd,3,2,Class-IL,92.55
relu_0.3_method1_sgd,3,2,Task-IL,92.55
relu_0.3_method1_sgd,3,avg,Class-IL,30.85
relu_0.3_method1_sgd,3,avg,Task-IL,73.12
relu_0.3_method1_sgd,4,0,Class-IL,0.0
relu_0.3_method1_sgd,4,0,Task-IL,64.3
relu_0.3_method1_sgd,4,1,Class-IL,0.0
relu_0.3_method1_sgd,4,1,Task-IL,52.65
relu_0.3_method1_sgd,4,2,Class-IL,0.0
relu_0.3_method1_sgd,4,2,Task-IL,34.1
relu_0.3_method1_sgd,4,3,Class-IL,97.75
relu_0.3_method1_sgd,4,3,Task-IL,97.75
relu_0.3_method1_sgd,4,avg,Class-IL,24.44
relu_0.3_method1_sgd,4,avg,Task-IL,62.2
relu_0.3_method1_sgd,5,0,Class-IL,0.0
relu_0.3_method1_sgd,5,0,Task-IL,42.55
relu_0.3_method1_sgd,5,1,Class-IL,0.0
relu_0.3_method1_sgd,5,1,Task-IL,55.900000000000006
relu_0.3_method1_sgd,5,2,Class-IL,0.0
relu_0.3_method1_sgd,5,2,Task-IL,48.15
relu_0.3_method1_sgd,5,3,Class-IL,0.0
relu_0.3_method1_sgd,5,3,Task-IL,56.39999999999999
relu_0.3_method1_sgd,5,4,Class-IL,95.75
relu_0.3_method1_sgd,5,4,Task-IL,95.75
relu_0.3_method1_sgd,5,avg,Class-IL,19.15
relu_0.3_method1_sgd,5,avg,Task-IL,59.75
relu_0.1_method2_sgd,1,0,Class-IL,97.1
relu_0.1_method2_sgd,1,0,Task-IL,97.1
relu_0.1_method2_sgd,1,avg,Class-IL,97.1
relu_0.1_method2_sgd,1,avg,Task-IL,97.1
relu_0.1_method2_sgd,2,0,Class-IL,0.0
relu_0.1_method2_sgd,2,0,Task-IL,68.35
relu_0.1_method2_sgd,2,1,Class-IL,85.9
relu_0.1_method2_sgd,2,1,Task-IL,85.9
relu_0.1_method2_sgd,2,avg,Class-IL,42.95
relu_0.1_method2_sgd,2,avg,Task-IL,77.12
relu_0.1_method2_sgd,3,0,Class-IL,0.0
relu_0.1_method2_sgd,3,0,Task-IL,72.15
relu_0.1_method2_sgd,3,1,Class-IL,0.0
relu_0.1_method2_sgd,3,1,Task-IL,65.14999999999999
relu_0.1_method2_sgd,3,2,Class-IL,93.35
relu_0.1_method2_sgd,3,2,Task-IL,93.35
relu_0.1_method2_sgd,3,avg,Class-IL,31.12
relu_0.1_method2_sgd,3,avg,Task-IL,76.88
relu_0.1_method2_sgd,4,0,Class-IL,0.0
relu_0.1_method2_sgd,4,0,Task-IL,48.4
relu_0.1_method2_sgd,4,1,Class-IL,0.0
relu_0.1_method2_sgd,4,1,Task-IL,57.4
relu_0.1_method2_sgd,4,2,Class-IL,0.0
relu_0.1_method2_sgd,4,2,Task-IL,63.24999999999999
relu_0.1_method2_sgd,4,3,Class-IL,98.05
relu_0.1_method2_sgd,4,3,Task-IL,98.05
relu_0.1_method2_sgd,4,avg,Class-IL,24.51
relu_0.1_method2_sgd,4,avg,Task-IL,66.77
relu_0.1_method2_sgd,5,0,Class-IL,0.0
relu_0.1_method2_sgd,5,0,Task-IL,77.60000000000001
relu_0.1_method2_sgd,5,1,Class-IL,0.0
relu_0.1_method2_sgd,5,1,Task-IL,53.1
relu_0.1_method2_sgd,5,2,Class-IL,0.0
relu_0.1_method2_sgd,5,2,Task-IL,55.75
relu_0.1_method2_sgd,5,3,Class-IL,0.0
relu_0.1_method2_sgd,5,3,Task-IL,73.1
relu_0.1_method2_sgd,5,4,Class-IL,97.45
relu_0.1_method2_sgd,5,4,Task-IL,97.45
relu_0.1_method2_sgd,5,avg,Class-IL,19.49
relu_0.1_method2_sgd,5,avg,Task-IL,71.4
relu_0.3_method2_sgd,1,0,Class-IL,97.1
relu_0.3_method2_sgd,1,0,Task-IL,97.1
relu_0.3_method2_sgd,1,avg,Class-IL,97.1
relu_0.3_method2_sgd,1,avg,Task-IL,97.1
relu_0.3_method2_sgd,2,0,Class-IL,0.0
relu_0.3_method2_sgd,2,0,Task-IL,61.1
relu_0.3_method2_sgd,2,1,Class-IL,85.1
relu_0.3_method2_sgd,2,1,Task-IL,85.1
relu_0.3_method2_sgd,2,avg,Class-IL,42.55
relu_0.3_method2_sgd,2,avg,Task-IL,73.1
relu_0.3_method2_sgd,3,0,Class-IL,0.0
relu_0.3_method2_sgd,3,0,Task-IL,72.89999999999999
relu_0.3_method2_sgd,3,1,Class-IL,0.0
relu_0.3_method2_sgd,3,1,Task-IL,56.35
relu_0.3_method2_sgd,3,2,Class-IL,92.95
relu_0.3_method2_sgd,3,2,Task-IL,92.95
relu_0.3_method2_sgd,3,avg,Class-IL,30.98
relu_0.3_method2_sgd,3,avg,Task-IL,74.07
relu_0.3_method2_sgd,4,0,Class-IL,0.0
relu_0.3_method2_sgd,4,0,Task-IL,40.0
relu_0.3_method2_sgd,4,1,Class-IL,0.0
relu_0.3_method2_sgd,4,1,Task-IL,47.099999999999994
relu_0.3_method2_sgd,4,2,Class-IL,0.0
relu_0.3_method2_sgd,4,2,Task-IL,45.9
relu_0.3_method2_sgd,4,3,Class-IL,98.0
relu_0.3_method2_sgd,4,3,Task-IL,98.0
relu_0.3_method2_sgd,4,avg,Class-IL,24.5
relu_0.3_method2_sgd,4,avg,Task-IL,57.75
relu_0.3_method2_sgd,5,0,Class-IL,0.0
relu_0.3_method2_sgd,5,0,Task-IL,27.6
relu_0.3_method2_sgd,5,1,Class-IL,0.0
relu_0.3_method2_sgd,5,1,Task-IL,40.35
relu_0.3_method2_sgd,5,2,Class-IL,0.0
relu_0.3_method2_sgd,5,2,Task-IL,50.1
relu_0.3_method2_sgd,5,3,Class-IL,0.0
relu_0.3_method2_sgd,5,3,Task-IL,35.3
relu_0.3_method2_sgd,5,4,Class-IL,95.3
relu_0.3_method2_sgd,5,4,Task-IL,95.3
relu_0.3_method2_sgd,5,avg,Class-IL,19.06
relu_0.3_method2_sgd,5,avg,Task-IL,49.73
relu_0.1_method1_adam,1,0,Class-IL,98.0
relu_0.1_method1_adam,1,0,Task-IL,98.0
relu_0.1_method1_adam,1,avg,Class-IL,98.0
relu_0.1_method1_adam,1,avg,Task-IL,98.0
relu_0.1_method1_adam,2,0,Class-IL,0.0
relu_0.1_method1_adam,2,0,Task-IL,40.400000000000006
relu_0.1_method1_adam,2,1,Class-IL,88.4
relu_0.1_method1_adam,2,1,Task-IL,88.4
relu_0.1_method1_adam,2,avg,Class-IL,44.2
relu_0.1_method1_adam,2,avg,Task-IL,64.4
relu_0.1_method1_adam,3,0,Class-IL,0.0
relu_0.1_method1_adam,3,0,Task-IL,48.05
relu_0.1_method1_adam,3,1,Class-IL,0.0
relu_0.1_method1_adam,3,1,Task-IL,65.35
relu_0.1_method1_adam,3,2,Class-IL,79.7
relu_0.1_method1_adam,3,2,Task-IL,79.7
relu_0.1_method1_adam,3,avg,Class-IL,26.57
relu_0.1_method1_adam,3,avg,Task-IL,64.37
relu_0.1_method1_adam,4,0,Class-IL,0.0
relu_0.1_method1_adam,4,0,Task-IL,45.4
relu_0.1_method1_adam,4,1,Class-IL,0.0
relu_0.1_method1_adam,4,1,Task-IL,54.800000000000004
relu_0.1_method1_adam,4,2,Class-IL,0.0
relu_0.1_method1_adam,4,2,Task-IL,64.85
relu_0.1_method1_adam,4,3,Class-IL,76.8
relu_0.1_method1_adam,4,3,Task-IL,76.8
relu_0.1_method1_adam,4,avg,Class-IL,19.2
relu_0.1_method1_adam,4,avg,Task-IL,60.46
relu_0.1_method1_adam,5,0,Class-IL,0.0
relu_0.1_method1_adam,5,0,Task-IL,44.4
relu_0.1_method1_adam,5,1,Class-IL,0.0
relu_0.1_method1_adam,5,1,Task-IL,76.5
relu_0.1_method1_adam,5,2,Class-IL,0.0
relu_0.1_method1_adam,5,2,Task-IL,55.7
relu_0.1_method1_adam,5,3,Class-IL,0.0
relu_0.1_method1_adam,5,3,Task-IL,67.5
relu_0.1_method1_adam,5,4,Class-IL,86.65
relu_0.1_method1_adam,5,4,Task-IL,86.65
relu_0.1_method1_adam,5,avg,Class-IL,17.33
relu_0.1_method1_adam,5,avg,Task-IL,66.15
relu_0.1_method2_adam,1,0,Class-IL,98.0
relu_0.1_method2_adam,1,0,Task-IL,98.0
relu_0.1_method2_adam,1,avg,Class-IL,98.0
relu_0.1_method2_adam,1,avg,Task-IL,98.0
relu_0.1_method2_adam,2,0,Class-IL,0.0
relu_0.1_method2_adam,2,0,Task-IL,40.400000000000006
relu_0.1_method2_adam,2,1,Class-IL,88.4
relu_0.1_method2_adam,2,1,Task-IL,88.4
relu_0.1_method2_adam,2,avg,Class-IL,44.2
relu_0.1_method2_adam,2,avg,Task-IL,64.4
relu_0.1_method2_adam,3,0,Class-IL,0.0
relu_0.1_method2_adam,3,0,Task-IL,48.05
relu_0.1_method2_adam,3,1,Class-IL,0.0
relu_0.1_method2_adam,3,1,Task-IL,65.35
relu_0.1_method2_adam,3,2,Class-IL,79.7
relu_0.1_method2_adam,3,2,Task-IL,79.7
relu_0.1_method2_adam,3,avg,Class-IL,26.57
relu_0.1_method2_adam,3,avg,Task-IL,64.37
relu_0.1_method2_adam,4,0,Class-IL,0.0
relu_0.1_method2_adam,4,0,Task-IL,45.4
relu_0.1_method2_adam,4,1,Class-IL,0.0
relu_0.1_method2_adam,4,1,Task-IL,54.800000000000004
relu_0.1_method2_adam,4,2,Class-IL,0.0
relu_0.1_method2_adam,4,2,Task-IL,64.85
relu_0.1_method2_adam,4,3,Class-IL,76.8
relu_0.1_method2_adam,4,3,Task-IL,76.8
relu_0.1_method2_adam,4,avg,Class-IL,19.2
relu_0.1_method2_adam,4,avg,Task-IL,60.46
relu_0.1_method2_adam,5,0,Class-IL,0.0
relu_0.1_method2_adam,5,0,Task-IL,44.4
relu_0.1_method2_adam,5,1,Class-IL,0.0
relu_0.1_method2_adam,5,1,Task-IL,76.5
relu_0.1_method2_adam,5,2,Class-IL,0.0
relu_0.1_method2_adam,5,2,Task-IL,55.7
relu_0.1_method2_adam,5,3,Class-IL,0.0
relu_0.1_method2_adam,5,3,Task-IL,67.5
relu_0.1_method2_adam,5,4,Class-IL,86.65
relu_0.1_method2_adam,5,4,Task-IL,86.65
relu_0.1_method2_adam,5,avg,Class-IL,17.33
relu_0.1_method2_adam,5,avg,Task-IL,66.15
relu_0.3_method2_adam,1,0,Class-IL,98.0
relu_0.3_method2_adam,1,0,Task-IL,98.0
relu_0.3_method2_adam,1,avg,Class-IL,98.0
relu_0.3_method2_adam,1,avg,Task-IL,98.0
relu_0.3_method2_adam,2,0,Class-IL,0.0
relu_0.3_method2_adam,2,0,Task-IL,41.05
relu_0.3_method2_adam,2,1,Class-IL,73.05
relu_0.3_method2_adam,2,1,Task-IL,73.05
relu_0.3_method2_adam,2,avg,Class-IL,36.52
relu_0.3_method2_adam,2,avg,Task-IL,57.05
relu_0.3_method2_adam,3,0,Class-IL,0.0
relu_0.3_method2_adam,3,0,Task-IL,63.05
relu_0.3_method2_adam,3,1,Class-IL,0.0
relu_0.3_method2_adam,3,1,Task-IL,40.849999999999994
relu_0.3_method2_adam,3,2,Class-IL,93.2
relu_0.3_method2_adam,3,2,Task-IL,93.2
relu_0.3_method2_adam,3,avg,Class-IL,31.07
relu_0.3_method2_adam,3,avg,Task-IL,65.7
relu_0.3_method2_adam,4,0,Class-IL,0.0
relu_0.3_method2_adam,4,0,Task-IL,50.3
relu_0.3_method2_adam,4,1,Class-IL,0.0
relu_0.3_method2_adam,4,1,Task-IL,38.4
relu_0.3_method2_adam,4,2,Class-IL,0.0
relu_0.3_method2_adam,4,2,Task-IL,31.95
relu_0.3_method2_adam,4,3,Class-IL,84.8
relu_0.3_method2_adam,4,3,Task-IL,84.8
relu_0.3_method2_adam,4,avg,Class-IL,21.2
relu_0.3_method2_adam,4,avg,Task-IL,51.36
relu_0.3_method2_adam,5,0,Class-IL,0.0
relu_0.3_method2_adam,5,0,Task-IL,40.75
relu_0.3_method2_adam,5,1,Class-IL,0.0
relu_0.3_method2_adam,5,1,Task-IL,46.800000000000004
relu_0.3_method2_adam,5,2,Class-IL,0.0
relu_0.3_method2_adam,5,2,Task-IL,62.55
relu_0.3_method2_adam,5,3,Class-IL,0.0
relu_0.3_method2_adam,5,3,Task-IL,45.45
relu_0.3_method2_adam,5,4,Class-IL,87.45
relu_0.3_method2_adam,5,4,Task-IL,87.45
relu_0.3_method2_adam,5,avg,Class-IL,17.49
relu_0.3_method2_adam,5,avg,Task-IL,56.6
relu_0.3_method1_adam,1,0,Class-IL,98.0
relu_0.3_method1_adam,1,0,Task-IL,98.0
relu_0.3_method1_adam,1,avg,Class-IL,98.0
relu_0.3_method1_adam,1,avg,Task-IL,98.0
relu_0.3_method1_adam,2,0,Class-IL,0.0
relu_0.3_method1_adam,2,0,Task-IL,44.9
relu_0.3_method1_adam,2,1,Class-IL,73.05
relu_0.3_method1_adam,2,1,Task-IL,73.05
relu_0.3_method1_adam,2,avg,Class-IL,36.52
relu_0.3_method1_adam,2,avg,Task-IL,58.97
relu_0.3_method1_adam,3,0,Class-IL,0.0
relu_0.3_method1_adam,3,0,Task-IL,50.2
relu_0.3_method1_adam,3,1,Class-IL,0.0
relu_0.3_method1_adam,3,1,Task-IL,40.65
relu_0.3_method1_adam,3,2,Class-IL,92.65
relu_0.3_method1_adam,3,2,Task-IL,92.65
relu_0.3_method1_adam,3,avg,Class-IL,30.88
relu_0.3_method1_adam,3,avg,Task-IL,61.17
relu_0.3_method1_adam,4,0,Class-IL,0.0
relu_0.3_method1_adam,4,0,Task-IL,45.9
relu_0.3_method1_adam,4,1,Class-IL,0.0
relu_0.3_method1_adam,4,1,Task-IL,43.9
relu_0.3_method1_adam,4,2,Class-IL,0.0
relu_0.3_method1_adam,4,2,Task-IL,31.4
relu_0.3_method1_adam,4,3,Class-IL,85.5
relu_0.3_method1_adam,4,3,Task-IL,85.5
relu_0.3_method1_adam,4,avg,Class-IL,21.38
relu_0.3_method1_adam,4,avg,Task-IL,51.68
relu_0.3_method1_adam,5,0,Class-IL,0.0
relu_0.3_method1_adam,5,0,Task-IL,67.15
relu_0.3_method1_adam,5,1,Class-IL,0.0
relu_0.3_method1_adam,5,1,Task-IL,49.7
relu_0.3_method1_adam,5,2,Class-IL,0.0
relu_0.3_method1_adam,5,2,Task-IL,59.0
relu_0.3_method1_adam,5,3,Class-IL,0.0
relu_0.3_method1_adam,5,3,Task-IL,41.75
relu_0.3_method1_adam,5,4,Class-IL,86.15
relu_0.3_method1_adam,5,4,Task-IL,86.15
relu_0.3_method1_adam,5,avg,Class-IL,17.23
relu_0.3_method1_adam,5,avg,Task-IL,60.75
relu_0.2_method2_adam,1,0,Class-IL,98.0
relu_0.2_method2_adam,1,0,Task-IL,98.0
relu_0.2_method2_adam,1,avg,Class-IL,98.0
relu_0.2_method2_adam,1,avg,Task-IL,98.0
relu_0.2_method2_adam,2,0,Class-IL,0.0
relu_0.2_method2_adam,2,0,Task-IL,40.400000000000006
relu_0.2_method2_adam,2,1,Class-IL,88.4
relu_0.2_method2_adam,2,1,Task-IL,88.4
relu_0.2_method2_adam,2,avg,Class-IL,44.2
relu_0.2_method2_adam,2,avg,Task-IL,64.4
relu_0.2_method2_adam,3,0,Class-IL,0.0
relu_0.2_method2_adam,3,0,Task-IL,51.15
relu_0.2_method2_adam,3,1,Class-IL,0.0
relu_0.2_method2_adam,3,1,Task-IL,57.65
relu_0.2_method2_adam,3,2,Class-IL,79.25
relu_0.2_method2_adam,3,2,Task-IL,79.25
relu_0.2_method2_adam,3,avg,Class-IL,26.42
relu_0.2_method2_adam,3,avg,Task-IL,62.68
relu_0.2_method2_adam,4,0,Class-IL,0.0
relu_0.2_method2_adam,4,0,Task-IL,46.9
relu_0.2_method2_adam,4,1,Class-IL,0.0
relu_0.2_method2_adam,4,1,Task-IL,80.75
relu_0.2_method2_adam,4,2,Class-IL,0.0
relu_0.2_method2_adam,4,2,Task-IL,58.050000000000004
relu_0.2_method2_adam,4,3,Class-IL,76.75
relu_0.2_method2_adam,4,3,Task-IL,76.75
relu_0.2_method2_adam,4,avg,Class-IL,19.19
relu_0.2_method2_adam,4,avg,Task-IL,65.61
relu_0.2_method2_adam,5,0,Class-IL,0.0
relu_0.2_method2_adam,5,0,Task-IL,66.95
relu_0.2_method2_adam,5,1,Class-IL,0.0
relu_0.2_method2_adam,5,1,Task-IL,31.35
relu_0.2_method2_adam,5,2,Class-IL,0.0
relu_0.2_method2_adam,5,2,Task-IL,60.45
relu_0.2_method2_adam,5,3,Class-IL,0.0
relu_0.2_method2_adam,5,3,Task-IL,64.45
relu_0.2_method2_adam,5,4,Class-IL,85.8
relu_0.2_method2_adam,5,4,Task-IL,85.8
relu_0.2_method2_adam,5,avg,Class-IL,17.16
relu_0.2_method2_adam,5,avg,Task-IL,61.8
relu_0.2_method1_sgd,1,0,Class-IL,97.1
relu_0.2_method1_sgd,1,0,Task-IL,97.1
relu_0.2_method1_sgd,1,avg,Class-IL,97.1
relu_0.2_method1_sgd,1,avg,Task-IL,97.1
relu_0.2_method1_sgd,2,0,Class-IL,0.0
relu_0.2_method1_sgd,2,0,Task-IL,60.550000000000004
relu_0.2_method1_sgd,2,1,Class-IL,84.75
relu_0.2_method1_sgd,2,1,Task-IL,84.75
relu_0.2_method1_sgd,2,avg,Class-IL,42.38
relu_0.2_method1_sgd,2,avg,Task-IL,72.65
relu_0.2_method1_sgd,3,0,Class-IL,0.0
relu_0.2_method1_sgd,3,0,Task-IL,64.55
relu_0.2_method1_sgd,3,1,Class-IL,0.0
relu_0.2_method1_sgd,3,1,Task-IL,58.9
relu_0.2_method1_sgd,3,2,Class-IL,92.35
relu_0.2_method1_sgd,3,2,Task-IL,92.35
relu_0.2_method1_sgd,3,avg,Class-IL,30.78
relu_0.2_method1_sgd,3,avg,Task-IL,71.93
relu_0.2_method1_sgd,4,0,Class-IL,0.0
relu_0.2_method1_sgd,4,0,Task-IL,50.0
relu_0.2_method1_sgd,4,1,Class-IL,0.0
relu_0.2_method1_sgd,4,1,Task-IL,49.05
relu_0.2_method1_sgd,4,2,Class-IL,0.0
relu_0.2_method1_sgd,4,2,Task-IL,47.8
relu_0.2_method1_sgd,4,3,Class-IL,97.75
relu_0.2_method1_sgd,4,3,Task-IL,97.75
relu_0.2_method1_sgd,4,avg,Class-IL,24.44
relu_0.2_method1_sgd,4,avg,Task-IL,61.15
relu_0.2_method1_sgd,5,0,Class-IL,0.0
relu_0.2_method1_sgd,5,0,Task-IL,34.25
relu_0.2_method1_sgd,5,1,Class-IL,0.0
relu_0.2_method1_sgd,5,1,Task-IL,51.9
relu_0.2_method1_sgd,5,2,Class-IL,0.0
relu_0.2_method1_sgd,5,2,Task-IL,53.7
relu_0.2_method1_sgd,5,3,Class-IL,0.0
relu_0.2_method1_sgd,5,3,Task-IL,53.300000000000004
relu_0.2_method1_sgd,5,4,Class-IL,97.5
relu_0.2_method1_sgd,5,4,Task-IL,97.5
relu_0.2_method1_sgd,5,avg,Class-IL,19.5
relu_0.2_method1_sgd,5,avg,Task-IL,58.13
relu_0.2_method2_sgd,1,0,Class-IL,97.1
relu_0.2_method2_sgd,1,0,Task-IL,97.1
relu_0.2_method2_sgd,1,avg,Class-IL,97.1
relu_0.2_method2_sgd,1,avg,Task-IL,97.1
relu_0.2_method2_sgd,2,0,Class-IL,0.0
relu_0.2_method2_sgd,2,0,Task-IL,60.550000000000004
relu_0.2_method2_sgd,2,1,Class-IL,84.75
relu_0.2_method2_sgd,2,1,Task-IL,84.75
relu_0.2_method2_sgd,2,avg,Class-IL,42.38
relu_0.2_method2_sgd,2,avg,Task-IL,72.65
relu_0.2_method2_sgd,3,0,Class-IL,0.0
relu_0.2_method2_sgd,3,0,Task-IL,60.9
relu_0.2_method2_sgd,3,1,Class-IL,0.0
relu_0.2_method2_sgd,3,1,Task-IL,56.89999999999999
relu_0.2_method2_sgd,3,2,Class-IL,92.10000000000001
relu_0.2_method2_sgd,3,2,Task-IL,92.10000000000001
relu_0.2_method2_sgd,3,avg,Class-IL,30.7
relu_0.2_method2_sgd,3,avg,Task-IL,69.97
relu_0.2_method2_sgd,4,0,Class-IL,0.0
relu_0.2_method2_sgd,4,0,Task-IL,42.35
relu_0.2_method2_sgd,4,1,Class-IL,0.0
relu_0.2_method2_sgd,4,1,Task-IL,57.4
relu_0.2_method2_sgd,4,2,Class-IL,0.0
relu_0.2_method2_sgd,4,2,Task-IL,44.1
relu_0.2_method2_sgd,4,3,Class-IL,95.6
relu_0.2_method2_sgd,4,3,Task-IL,95.6
relu_0.2_method2_sgd,4,avg,Class-IL,23.9
relu_0.2_method2_sgd,4,avg,Task-IL,59.86
relu_0.2_method2_sgd,5,0,Class-IL,0.0
relu_0.2_method2_sgd,5,0,Task-IL,83.95
relu_0.2_method2_sgd,5,1,Class-IL,0.0
relu_0.2_method2_sgd,5,1,Task-IL,62.5
relu_0.2_method2_sgd,5,2,Class-IL,0.0
relu_0.2_method2_sgd,5,2,Task-IL,50.55
relu_0.2_method2_sgd,5,3,Class-IL,0.0
relu_0.2_method2_sgd,5,3,Task-IL,60.550000000000004
relu_0.2_method2_sgd,5,4,Class-IL,96.35000000000001
relu_0.2_method2_sgd,5,4,Task-IL,96.35000000000001
relu_0.2_method2_sgd,5,avg,Class-IL,19.27
relu_0.2_method2_sgd,5,avg,Task-IL,70.78
01_baseline_sgd_relu,1,0,Class-IL,97.1
01_baseline_sgd_relu,1,0,Task-IL,97.1
01_baseline_sgd_relu,1,avg,Class-IL,97.1
01_baseline_sgd_relu,1,avg,Task-IL,97.1
01_baseline_sgd_relu,2,0,Class-IL,0.0
01_baseline_sgd_relu,2,0,Task-IL,68.35
01_baseline_sgd_relu,2,1,Class-IL,85.9
01_baseline_sgd_relu,2,1,Task-IL,85.9
01_baseline_sgd_relu,2,avg,Class-IL,42.95
01_baseline_sgd_relu,2,avg,Task-IL,77.12
01_baseline_sgd_relu,3,0,Class-IL,0.0
01_baseline_sgd_relu,3,0,Task-IL,71.39999999999999
01_baseline_sgd_relu,3,1,Class-IL,0.0
01_baseline_sgd_relu,3,1,Task-IL,68.7
01_baseline_sgd_relu,3,2,Class-IL,94.0
01_baseline_sgd_relu,3,2,Task-IL,94.0
01_baseline_sgd_relu,3,avg,Class-IL,31.33
01_baseline_sgd_relu,3,avg,Task-IL,78.03
