model,num_tasks_seen,task,metric_type,accuracy
relu_0.025_method2_adam,2,avg,Task-IL,69.4
relu_0.025_method2_adam,3,0,Class-IL,0.0
relu_0.025_method2_adam,3,0,Task-IL,50.0
relu_0.025_method2_adam,3,1,Class-IL,0.0
relu_0.025_method2_adam,3,1,Task-IL,49.8
relu_0.025_method2_adam,3,2,Class-IL,93.95
relu_0.025_method2_adam,3,2,Task-IL,93.95
relu_0.025_method2_adam,3,avg,Class-IL,31.32
relu_0.025_method2_adam,3,avg,Task-IL,64.58
relu_0.025_method2_adam,4,0,Class-IL,0.0
relu_0.025_method2_adam,4,0,Task-IL,50.0
relu_0.025_method2_adam,4,1,Class-IL,0.0
relu_0.025_method2_adam,4,1,Task-IL,45.9
relu_0.025_method2_adam,4,2,Class-IL,0.0
relu_0.025_method2_adam,4,2,Task-IL,50.0
relu_0.025_method2_adam,4,3,Class-IL,97.75
relu_0.025_method2_adam,4,3,Task-IL,97.75
relu_0.025_method2_adam,4,avg,Class-IL,24.44
relu_0.025_method2_adam,4,avg,Task-IL,60.91
relu_0.025_method2_adam,5,0,Class-IL,0.0
relu_0.025_method2_adam,5,0,Task-IL,50.0
relu_0.025_method2_adam,5,1,Class-IL,0.0
relu_0.025_method2_adam,5,1,Task-IL,51.15
relu_0.025_method2_adam,5,2,Class-IL,0.0
relu_0.025_method2_adam,5,2,Task-IL,49.7
relu_0.025_method2_adam,5,3,Class-IL,0.0
relu_0.025_method2_adam,5,3,Task-IL,45.25
relu_0.025_method2_adam,5,4,Class-IL,96.7
relu_0.025_method2_adam,5,4,Task-IL,96.7
relu_0.025_method2_adam,5,avg,Class-IL,19.34
relu_0.025_method2_adam,5,avg,Task-IL,58.56
relu_0.05_method2_sgd,1,0,Class-IL,97.0
relu_0.05_method2_sgd,1,0,Task-IL,97.0
relu_0.05_method2_sgd,1,avg,Class-IL,97.0
relu_0.05_method2_sgd,1,avg,Task-IL,97.0
relu_0.05_method2_sgd,2,0,Class-IL,0.0
relu_0.05_method2_sgd,2,0,Task-IL,63.2
relu_0.05_method2_sgd,2,1,Class-IL,85.25
relu_0.05_method2_sgd,2,1,Task-IL,85.25
relu_0.05_method2_sgd,2,avg,Class-IL,42.62
relu_0.05_method2_sgd,2,avg,Task-IL,74.22
relu_0.05_method2_sgd,3,0,Class-IL,0.0
relu_0.05_method2_sgd,3,0,Task-IL,66.64999999999999
relu_0.05_method2_sgd,3,1,Class-IL,0.0
relu_0.05_method2_sgd,3,1,Task-IL,52.2
relu_0.05_method2_sgd,3,2,Class-IL,93.05
relu_0.05_method2_sgd,3,2,Task-IL,93.05
relu_0.05_method2_sgd,3,avg,Class-IL,31.02
relu_0.05_method2_sgd,3,avg,Task-IL,70.63
relu_0.05_method2_sgd,4,0,Class-IL,0.0
relu_0.05_method2_sgd,4,0,Task-IL,52.349999999999994
relu_0.05_method2_sgd,4,1,Class-IL,0.0
relu_0.05_method2_sgd,4,1,Task-IL,50.7
relu_0.05_method2_sgd,4,2,Class-IL,0.0
relu_0.05_method2_sgd,4,2,Task-IL,47.0
relu_0.05_method2_sgd,4,3,Class-IL,97.45
relu_0.05_method2_sgd,4,3,Task-IL,97.45
relu_0.05_method2_sgd,4,avg,Class-IL,24.36
relu_0.05_method2_sgd,4,avg,Task-IL,61.88
relu_0.05_method2_sgd,5,0,Class-IL,0.0
relu_0.05_method2_sgd,5,0,Task-IL,54.800000000000004
relu_0.05_method2_sgd,5,1,Class-IL,0.0
relu_0.05_method2_sgd,5,1,Task-IL,47.8
relu_0.05_method2_sgd,5,2,Class-IL,0.0
relu_0.05_method2_sgd,5,2,Task-IL,49.0
relu_0.05_method2_sgd,5,3,Class-IL,0.0
relu_0.05_method2_sgd,5,3,Task-IL,54.449999999999996
relu_0.05_method2_sgd,5,4,Class-IL,95.55
relu_0.05_method2_sgd,5,4,Task-IL,95.55
relu_0.05_method2_sgd,5,avg,Class-IL,19.11
relu_0.05_method2_sgd,5,avg,Task-IL,60.32
relu_0.1_method2_sgd,1,0,Class-IL,97.0
relu_0.1_method2_sgd,1,0,Task-IL,97.0
relu_0.1_method2_sgd,1,avg,Class-IL,97.0
relu_0.1_method2_sgd,1,avg,Task-IL,97.0
relu_0.1_method2_sgd,2,0,Class-IL,0.0
relu_0.1_method2_sgd,2,0,Task-IL,64.8
relu_0.1_method2_sgd,2,1,Class-IL,85.05
relu_0.1_method2_sgd,2,1,Task-IL,85.05
relu_0.1_method2_sgd,2,avg,Class-IL,42.52
relu_0.1_method2_sgd,2,avg,Task-IL,74.92
relu_0.1_method2_sgd,3,0,Class-IL,0.0
relu_0.1_method2_sgd,3,0,Task-IL,72.25
relu_0.1_method2_sgd,3,1,Class-IL,0.0
relu_0.1_method2_sgd,3,1,Task-IL,40.050000000000004
relu_0.1_method2_sgd,3,2,Class-IL,93.89999999999999
relu_0.1_method2_sgd,3,2,Task-IL,93.89999999999999
relu_0.1_method2_sgd,3,avg,Class-IL,31.3
relu_0.1_method2_sgd,3,avg,Task-IL,68.73
relu_0.1_method2_sgd,4,0,Class-IL,0.0
relu_0.1_method2_sgd,4,0,Task-IL,61.650000000000006
relu_0.1_method2_sgd,4,1,Class-IL,0.0
relu_0.1_method2_sgd,4,1,Task-IL,35.8
relu_0.1_method2_sgd,4,2,Class-IL,0.0
relu_0.1_method2_sgd,4,2,Task-IL,47.099999999999994
relu_0.1_method2_sgd,4,3,Class-IL,97.85000000000001
relu_0.1_method2_sgd,4,3,Task-IL,97.85000000000001
relu_0.1_method2_sgd,4,avg,Class-IL,24.46
relu_0.1_method2_sgd,4,avg,Task-IL,60.6
relu_0.1_method2_sgd,5,0,Class-IL,0.0
relu_0.1_method2_sgd,5,0,Task-IL,33.6
relu_0.1_method2_sgd,5,1,Class-IL,0.0
relu_0.1_method2_sgd,5,1,Task-IL,54.50000000000001
relu_0.1_method2_sgd,5,2,Class-IL,0.0
relu_0.1_method2_sgd,5,2,Task-IL,51.65
relu_0.1_method2_sgd,5,3,Class-IL,0.0
relu_0.1_method2_sgd,5,3,Task-IL,45.800000000000004
relu_0.1_method2_sgd,5,4,Class-IL,96.75
relu_0.1_method2_sgd,5,4,Task-IL,96.75
relu_0.1_method2_sgd,5,avg,Class-IL,19.35
relu_0.1_method2_sgd,5,avg,Task-IL,56.46
relu_0.025_method2_sgd,1,0,Class-IL,97.0
relu_0.025_method2_sgd,1,0,Task-IL,97.0
relu_0.025_method2_sgd,1,avg,Class-IL,97.0
relu_0.025_method2_sgd,1,avg,Task-IL,97.0
relu_0.025_method2_sgd,2,0,Class-IL,0.0
relu_0.025_method2_sgd,2,0,Task-IL,71.0
relu_0.025_method2_sgd,2,1,Class-IL,83.65
relu_0.025_method2_sgd,2,1,Task-IL,83.65
relu_0.025_method2_sgd,2,avg,Class-IL,41.82
relu_0.025_method2_sgd,2,avg,Task-IL,77.32
relu_0.025_method2_sgd,3,0,Class-IL,0.0
relu_0.025_method2_sgd,3,0,Task-IL,42.65
relu_0.025_method2_sgd,3,1,Class-IL,0.0
relu_0.025_method2_sgd,3,1,Task-IL,63.14999999999999
relu_0.025_method2_sgd,3,2,Class-IL,93.4
relu_0.025_method2_sgd,3,2,Task-IL,93.4
relu_0.025_method2_sgd,3,avg,Class-IL,31.13
relu_0.025_method2_sgd,3,avg,Task-IL,66.4
relu_0.025_method2_sgd,4,0,Class-IL,0.0
relu_0.025_method2_sgd,4,0,Task-IL,55.7
relu_0.025_method2_sgd,4,1,Class-IL,0.0
relu_0.025_method2_sgd,4,1,Task-IL,55.25
relu_0.025_method2_sgd,4,2,Class-IL,0.0
relu_0.025_method2_sgd,4,2,Task-IL,50.2
relu_0.025_method2_sgd,4,3,Class-IL,97.8
relu_0.025_method2_sgd,4,3,Task-IL,97.8
relu_0.025_method2_sgd,4,avg,Class-IL,24.45
relu_0.025_method2_sgd,4,avg,Task-IL,64.74
relu_0.025_method2_sgd,5,0,Class-IL,0.0
relu_0.025_method2_sgd,5,0,Task-IL,39.95
relu_0.025_method2_sgd,5,1,Class-IL,0.0
relu_0.025_method2_sgd,5,1,Task-IL,55.35
relu_0.025_method2_sgd,5,2,Class-IL,0.0
relu_0.025_method2_sgd,5,2,Task-IL,49.7
relu_0.025_method2_sgd,5,3,Class-IL,0.0
relu_0.025_method2_sgd,5,3,Task-IL,62.5
relu_0.025_method2_sgd,5,4,Class-IL,95.89999999999999
relu_0.025_method2_sgd,5,4,Task-IL,95.89999999999999
relu_0.025_method2_sgd,5,avg,Class-IL,19.18
relu_0.025_method2_sgd,5,avg,Task-IL,60.68
