model,num_tasks_seen,task,metric_type,accuracy
relu_0.3_ours_sgd,4,0,Class-IL,0.0
relu_0.3_ours_sgd,4,0,Task-IL,63.24999999999999
relu_0.3_ours_sgd,4,1,Class-IL,0.0
relu_0.3_ours_sgd,4,1,Task-IL,51.0
relu_0.3_ours_sgd,4,2,Class-IL,0.0
relu_0.3_ours_sgd,4,2,Task-IL,60.6
relu_0.3_ours_sgd,4,3,Class-IL,97.65
relu_0.3_ours_sgd,4,3,Task-IL,97.65
relu_0.3_ours_sgd,4,avg,Class-IL,24.41
relu_0.3_ours_sgd,4,avg,Task-IL,68.12
relu_0.3_ours_sgd,5,0,Class-IL,0.0
relu_0.3_ours_sgd,5,0,Task-IL,64.5
relu_0.3_ours_sgd,5,1,Class-IL,0.0
relu_0.3_ours_sgd,5,1,Task-IL,46.550000000000004
relu_0.3_ours_sgd,5,2,Class-IL,0.0
relu_0.3_ours_sgd,5,2,Task-IL,50.14999999999999
relu_0.3_ours_sgd,5,3,Class-IL,0.0
relu_0.3_ours_sgd,5,3,Task-IL,56.95
relu_0.3_ours_sgd,5,4,Class-IL,89.3
relu_0.3_ours_sgd,5,4,Task-IL,89.3
relu_0.3_ours_sgd,5,avg,Class-IL,17.86
relu_0.3_ours_sgd,5,avg,Task-IL,61.49
relu_0.3_ours_adam,1,0,Class-IL,96.89999999999999
relu_0.3_ours_adam,1,0,Task-IL,96.89999999999999
relu_0.3_ours_adam,1,avg,Class-IL,96.9
relu_0.3_ours_adam,1,avg,Task-IL,96.9
relu_0.3_ours_adam,2,0,Class-IL,0.0
relu_0.3_ours_adam,2,0,Task-IL,83.0
relu_0.3_ours_adam,2,1,Class-IL,70.25
relu_0.3_ours_adam,2,1,Task-IL,70.25
relu_0.3_ours_adam,2,avg,Class-IL,35.12
relu_0.3_ours_adam,2,avg,Task-IL,76.62
relu_0.3_ours_adam,3,0,Class-IL,0.0
relu_0.3_ours_adam,3,0,Task-IL,54.50000000000001
relu_0.3_ours_adam,3,1,Class-IL,0.0
relu_0.3_ours_adam,3,1,Task-IL,47.75
relu_0.3_ours_adam,3,2,Class-IL,94.0
relu_0.3_ours_adam,3,2,Task-IL,94.0
relu_0.3_ours_adam,3,avg,Class-IL,31.33
relu_0.3_ours_adam,3,avg,Task-IL,65.42
relu_0.3_ours_adam,4,0,Class-IL,0.0
relu_0.3_ours_adam,4,0,Task-IL,49.8
relu_0.3_ours_adam,4,1,Class-IL,0.0
relu_0.3_ours_adam,4,1,Task-IL,39.6
relu_0.3_ours_adam,4,2,Class-IL,0.0
relu_0.3_ours_adam,4,2,Task-IL,59.25
relu_0.3_ours_adam,4,3,Class-IL,85.85000000000001
relu_0.3_ours_adam,4,3,Task-IL,85.85000000000001
relu_0.3_ours_adam,4,avg,Class-IL,21.46
relu_0.3_ours_adam,4,avg,Task-IL,58.62
relu_0.3_ours_adam,5,0,Class-IL,0.0
relu_0.3_ours_adam,5,0,Task-IL,67.25
relu_0.3_ours_adam,5,1,Class-IL,0.0
relu_0.3_ours_adam,5,1,Task-IL,36.95
relu_0.3_ours_adam,5,2,Class-IL,0.0
relu_0.3_ours_adam,5,2,Task-IL,43.95
relu_0.3_ours_adam,5,3,Class-IL,0.0
relu_0.3_ours_adam,5,3,Task-IL,60.5
relu_0.3_ours_adam,5,4,Class-IL,85.6
relu_0.3_ours_adam,5,4,Task-IL,85.6
relu_0.3_ours_adam,5,avg,Class-IL,17.12
relu_0.3_ours_adam,5,avg,Task-IL,58.85
01_baseline_sgd_relu,1,0,Class-IL,97.25
01_baseline_sgd_relu,1,0,Task-IL,97.25
01_baseline_sgd_relu,1,avg,Class-IL,97.25
01_baseline_sgd_relu,1,avg,Task-IL,97.25
01_baseline_sgd_relu,2,0,Class-IL,0.0
01_baseline_sgd_relu,2,0,Task-IL,70.0
01_baseline_sgd_relu,2,1,Class-IL,86.95
01_baseline_sgd_relu,2,1,Task-IL,86.95
01_baseline_sgd_relu,2,avg,Class-IL,43.48
01_baseline_sgd_relu,2,avg,Task-IL,78.47
01_baseline_sgd_relu,3,0,Class-IL,0.0
01_baseline_sgd_relu,3,0,Task-IL,62.6
01_baseline_sgd_relu,3,1,Class-IL,0.0
01_baseline_sgd_relu,3,1,Task-IL,65.85
01_baseline_sgd_relu,3,2,Class-IL,93.35
01_baseline_sgd_relu,3,2,Task-IL,93.35
01_baseline_sgd_relu,3,avg,Class-IL,31.12
01_baseline_sgd_relu,3,avg,Task-IL,73.93
01_baseline_sgd_relu,4,0,Class-IL,0.0
01_baseline_sgd_relu,4,0,Task-IL,63.74999999999999
01_baseline_sgd_relu,4,1,Class-IL,0.0
01_baseline_sgd_relu,4,1,Task-IL,53.25
01_baseline_sgd_relu,4,2,Class-IL,0.0
01_baseline_sgd_relu,4,2,Task-IL,53.1
01_baseline_sgd_relu,4,3,Class-IL,97.8
01_baseline_sgd_relu,4,3,Task-IL,97.8
01_baseline_sgd_relu,4,avg,Class-IL,24.45
01_baseline_sgd_relu,4,avg,Task-IL,66.97
01_baseline_sgd_relu,5,0,Class-IL,0.0
01_baseline_sgd_relu,5,0,Task-IL,75.6
01_baseline_sgd_relu,5,1,Class-IL,0.0
01_baseline_sgd_relu,5,1,Task-IL,60.95
01_baseline_sgd_relu,5,2,Class-IL,0.0
01_baseline_sgd_relu,5,2,Task-IL,45.7
01_baseline_sgd_relu,5,3,Class-IL,0.0
01_baseline_sgd_relu,5,3,Task-IL,60.0
01_baseline_sgd_relu,5,4,Class-IL,93.25
01_baseline_sgd_relu,5,4,Task-IL,93.25
01_baseline_sgd_relu,5,avg,Class-IL,18.65
01_baseline_sgd_relu,5,avg,Task-IL,67.1
relu_0.1_ours_sgd,1,0,Class-IL,97.25
relu_0.1_ours_sgd,1,0,Task-IL,97.25
relu_0.1_ours_sgd,1,avg,Class-IL,97.25
relu_0.1_ours_sgd,1,avg,Task-IL,97.25
relu_0.1_ours_sgd,2,0,Class-IL,0.0
relu_0.1_ours_sgd,2,0,Task-IL,70.0
relu_0.1_ours_sgd,2,1,Class-IL,86.95
relu_0.1_ours_sgd,2,1,Task-IL,86.95
relu_0.1_ours_sgd,2,avg,Class-IL,43.48
relu_0.1_ours_sgd,2,avg,Task-IL,78.47
relu_0.1_ours_sgd,3,0,Class-IL,0.0
relu_0.1_ours_sgd,3,0,Task-IL,46.1
relu_0.1_ours_sgd,3,1,Class-IL,0.0
relu_0.1_ours_sgd,3,1,Task-IL,69.25
relu_0.1_ours_sgd,3,2,Class-IL,94.6
relu_0.1_ours_sgd,3,2,Task-IL,94.6
relu_0.1_ours_sgd,3,avg,Class-IL,31.53
relu_0.1_ours_sgd,3,avg,Task-IL,69.98
relu_0.1_ours_sgd,4,0,Class-IL,0.0
relu_0.1_ours_sgd,4,0,Task-IL,54.449999999999996
relu_0.1_ours_sgd,4,1,Class-IL,0.0
relu_0.1_ours_sgd,4,1,Task-IL,53.949999999999996
relu_0.1_ours_sgd,4,2,Class-IL,0.0
relu_0.1_ours_sgd,4,2,Task-IL,52.349999999999994
relu_0.1_ours_sgd,4,3,Class-IL,97.65
relu_0.1_ours_sgd,4,3,Task-IL,97.65
relu_0.1_ours_sgd,4,avg,Class-IL,24.41
relu_0.1_ours_sgd,4,avg,Task-IL,64.6
relu_0.1_ours_sgd,5,0,Class-IL,0.0
relu_0.1_ours_sgd,5,0,Task-IL,75.14999999999999
relu_0.1_ours_sgd,5,1,Class-IL,0.0
relu_0.1_ours_sgd,5,1,Task-IL,59.050000000000004
relu_0.1_ours_sgd,5,2,Class-IL,0.0
relu_0.1_ours_sgd,5,2,Task-IL,56.00000000000001
relu_0.1_ours_sgd,5,3,Class-IL,0.0
relu_0.1_ours_sgd,5,3,Task-IL,54.55
relu_0.1_ours_sgd,5,4,Class-IL,95.15
relu_0.1_ours_sgd,5,4,Task-IL,95.15
relu_0.1_ours_sgd,5,avg,Class-IL,19.03
relu_0.1_ours_sgd,5,avg,Task-IL,67.98
relu_0.2_ours_adam,1,0,Class-IL,96.89999999999999
relu_0.2_ours_adam,1,0,Task-IL,96.89999999999999
relu_0.2_ours_adam,1,avg,Class-IL,96.9
relu_0.2_ours_adam,1,avg,Task-IL,96.9
relu_0.2_ours_adam,2,0,Class-IL,0.0
relu_0.2_ours_adam,2,0,Task-IL,49.9
relu_0.2_ours_adam,2,1,Class-IL,85.0
relu_0.2_ours_adam,2,1,Task-IL,85.0
relu_0.2_ours_adam,2,avg,Class-IL,42.5
relu_0.2_ours_adam,2,avg,Task-IL,67.45
relu_0.2_ours_adam,3,0,Class-IL,0.0
relu_0.2_ours_adam,3,0,Task-IL,44.7
relu_0.2_ours_adam,3,1,Class-IL,0.0
relu_0.2_ours_adam,3,1,Task-IL,51.65
relu_0.2_ours_adam,3,2,Class-IL,78.4
relu_0.2_ours_adam,3,2,Task-IL,78.4
relu_0.2_ours_adam,3,avg,Class-IL,26.13
relu_0.2_ours_adam,3,avg,Task-IL,58.25
relu_0.2_ours_adam,4,0,Class-IL,0.0
relu_0.2_ours_adam,4,0,Task-IL,60.650000000000006
relu_0.2_ours_adam,4,1,Class-IL,0.0
relu_0.2_ours_adam,4,1,Task-IL,45.35
relu_0.2_ours_adam,4,2,Class-IL,0.0
relu_0.2_ours_adam,4,2,Task-IL,54.7
relu_0.2_ours_adam,4,3,Class-IL,79.10000000000001
relu_0.2_ours_adam,4,3,Task-IL,79.10000000000001
relu_0.2_ours_adam,4,avg,Class-IL,19.78
relu_0.2_ours_adam,4,avg,Task-IL,59.95
relu_0.2_ours_adam,5,0,Class-IL,0.0
relu_0.2_ours_adam,5,0,Task-IL,55.00000000000001
relu_0.2_ours_adam,5,1,Class-IL,0.0
relu_0.2_ours_adam,5,1,Task-IL,54.400000000000006
relu_0.2_ours_adam,5,2,Class-IL,0.0
relu_0.2_ours_adam,5,2,Task-IL,45.65
relu_0.2_ours_adam,5,3,Class-IL,0.0
relu_0.2_ours_adam,5,3,Task-IL,64.64999999999999
relu_0.2_ours_adam,5,4,Class-IL,85.65
relu_0.2_ours_adam,5,4,Task-IL,85.65
relu_0.2_ours_adam,5,avg,Class-IL,17.13
relu_0.2_ours_adam,5,avg,Task-IL,61.07
relu_0.2_ours_sgd,1,0,Class-IL,97.25
relu_0.2_ours_sgd,1,0,Task-IL,97.25
relu_0.2_ours_sgd,1,avg,Class-IL,97.25
relu_0.2_ours_sgd,1,avg,Task-IL,97.25
relu_0.2_ours_sgd,2,0,Class-IL,0.0
relu_0.2_ours_sgd,2,0,Task-IL,75.55
relu_0.2_ours_sgd,2,1,Class-IL,88.25
relu_0.2_ours_sgd,2,1,Task-IL,88.25
relu_0.2_ours_sgd,2,avg,Class-IL,44.12
relu_0.2_ours_sgd,2,avg,Task-IL,81.9
relu_0.2_ours_sgd,3,0,Class-IL,0.0
relu_0.2_ours_sgd,3,0,Task-IL,39.0
relu_0.2_ours_sgd,3,1,Class-IL,0.0
relu_0.2_ours_sgd,3,1,Task-IL,55.00000000000001
relu_0.2_ours_sgd,3,2,Class-IL,94.19999999999999
relu_0.2_ours_sgd,3,2,Task-IL,94.19999999999999
relu_0.2_ours_sgd,3,avg,Class-IL,31.4
relu_0.2_ours_sgd,3,avg,Task-IL,62.73
relu_0.2_ours_sgd,4,0,Class-IL,0.0
relu_0.2_ours_sgd,4,0,Task-IL,48.4
relu_0.2_ours_sgd,4,1,Class-IL,0.0
relu_0.2_ours_sgd,4,1,Task-IL,54.50000000000001
relu_0.2_ours_sgd,4,2,Class-IL,0.0
relu_0.2_ours_sgd,4,2,Task-IL,53.05
relu_0.2_ours_sgd,4,3,Class-IL,97.89999999999999
relu_0.2_ours_sgd,4,3,Task-IL,97.89999999999999
relu_0.2_ours_sgd,4,avg,Class-IL,24.48
relu_0.2_ours_sgd,4,avg,Task-IL,63.46
relu_0.2_ours_sgd,5,0,Class-IL,0.0
relu_0.2_ours_sgd,5,0,Task-IL,74.7
relu_0.2_ours_sgd,5,1,Class-IL,0.0
relu_0.2_ours_sgd,5,1,Task-IL,62.74999999999999
relu_0.2_ours_sgd,5,2,Class-IL,0.0
relu_0.2_ours_sgd,5,2,Task-IL,51.5
relu_0.2_ours_sgd,5,3,Class-IL,0.0
relu_0.2_ours_sgd,5,3,Task-IL,38.1
relu_0.2_ours_sgd,5,4,Class-IL,94.89999999999999
relu_0.2_ours_sgd,5,4,Task-IL,94.89999999999999
relu_0.2_ours_sgd,5,avg,Class-IL,18.98
relu_0.2_ours_sgd,5,avg,Task-IL,64.39
