model,num_tasks_seen,task,metric_type,accuracy
relu_0.1_ours_adam,5,avg,Task-IL,65.84
relu_0.1_ghada_adam,1,0,Class-IL,98.0
relu_0.1_ghada_adam,1,0,Task-IL,98.0
relu_0.1_ghada_adam,1,avg,Class-IL,98.0
relu_0.1_ghada_adam,1,avg,Task-IL,98.0
relu_0.1_ghada_adam,2,0,Class-IL,0.0
relu_0.1_ghada_adam,2,0,Task-IL,40.35
relu_0.1_ghada_adam,2,1,Class-IL,88.55
relu_0.1_ghada_adam,2,1,Task-IL,88.55
relu_0.1_ghada_adam,2,avg,Class-IL,44.28
relu_0.1_ghada_adam,2,avg,Task-IL,64.45
relu_0.1_ghada_adam,3,0,Class-IL,0.0
relu_0.1_ghada_adam,3,0,Task-IL,47.75
relu_0.1_ghada_adam,3,1,Class-IL,0.0
relu_0.1_ghada_adam,3,1,Task-IL,65.75
relu_0.1_ghada_adam,3,2,Class-IL,79.85
relu_0.1_ghada_adam,3,2,Task-IL,79.85
relu_0.1_ghada_adam,3,avg,Class-IL,26.62
relu_0.1_ghada_adam,3,avg,Task-IL,64.45
relu_0.1_ghada_adam,4,0,Class-IL,0.0
relu_0.1_ghada_adam,4,0,Task-IL,46.400000000000006
relu_0.1_ghada_adam,4,1,Class-IL,0.0
relu_0.1_ghada_adam,4,1,Task-IL,55.25
relu_0.1_ghada_adam,4,2,Class-IL,0.0
relu_0.1_ghada_adam,4,2,Task-IL,65.5
relu_0.1_ghada_adam,4,3,Class-IL,76.64999999999999
relu_0.1_ghada_adam,4,3,Task-IL,76.64999999999999
relu_0.1_ghada_adam,4,avg,Class-IL,19.16
relu_0.1_ghada_adam,4,avg,Task-IL,60.95
relu_0.1_ghada_adam,5,0,Class-IL,0.0
relu_0.1_ghada_adam,5,0,Task-IL,42.65
relu_0.1_ghada_adam,5,1,Class-IL,0.0
relu_0.1_ghada_adam,5,1,Task-IL,75.9
relu_0.1_ghada_adam,5,2,Class-IL,0.0
relu_0.1_ghada_adam,5,2,Task-IL,56.45
relu_0.1_ghada_adam,5,3,Class-IL,0.0
relu_0.1_ghada_adam,5,3,Task-IL,67.5
relu_0.1_ghada_adam,5,4,Class-IL,86.7
relu_0.1_ghada_adam,5,4,Task-IL,86.7
relu_0.1_ghada_adam,5,avg,Class-IL,17.34
relu_0.1_ghada_adam,5,avg,Task-IL,65.84
relu_0.2_ours_sgd,1,0,Class-IL,97.1
relu_0.2_ours_sgd,1,0,Task-IL,97.1
relu_0.2_ours_sgd,1,avg,Class-IL,97.1
relu_0.2_ours_sgd,1,avg,Task-IL,97.1
relu_0.2_ours_sgd,2,0,Class-IL,0.0
relu_0.2_ours_sgd,2,0,Task-IL,59.75
relu_0.2_ours_sgd,2,1,Class-IL,84.7
relu_0.2_ours_sgd,2,1,Task-IL,84.7
relu_0.2_ours_sgd,2,avg,Class-IL,42.35
relu_0.2_ours_sgd,2,avg,Task-IL,72.22
relu_0.2_ours_sgd,3,0,Class-IL,0.0
relu_0.2_ours_sgd,3,0,Task-IL,56.85
relu_0.2_ours_sgd,3,1,Class-IL,0.0
relu_0.2_ours_sgd,3,1,Task-IL,45.7
relu_0.2_ours_sgd,3,2,Class-IL,90.7
relu_0.2_ours_sgd,3,2,Task-IL,90.7
relu_0.2_ours_sgd,3,avg,Class-IL,30.23
relu_0.2_ours_sgd,3,avg,Task-IL,64.42
relu_0.2_ours_sgd,4,0,Class-IL,0.0
relu_0.2_ours_sgd,4,0,Task-IL,60.75000000000001
relu_0.2_ours_sgd,4,1,Class-IL,0.0
relu_0.2_ours_sgd,4,1,Task-IL,42.1
relu_0.2_ours_sgd,4,2,Class-IL,0.0
relu_0.2_ours_sgd,4,2,Task-IL,34.55
relu_0.2_ours_sgd,4,3,Class-IL,97.0
relu_0.2_ours_sgd,4,3,Task-IL,97.0
relu_0.2_ours_sgd,4,avg,Class-IL,24.25
relu_0.2_ours_sgd,4,avg,Task-IL,58.6
relu_0.2_ours_sgd,5,0,Class-IL,0.0
relu_0.2_ours_sgd,5,0,Task-IL,27.55
relu_0.2_ours_sgd,5,1,Class-IL,0.0
relu_0.2_ours_sgd,5,1,Task-IL,45.300000000000004
relu_0.2_ours_sgd,5,2,Class-IL,0.0
relu_0.2_ours_sgd,5,2,Task-IL,53.449999999999996
relu_0.2_ours_sgd,5,3,Class-IL,0.0
relu_0.2_ours_sgd,5,3,Task-IL,69.75
relu_0.2_ours_sgd,5,4,Class-IL,97.25
relu_0.2_ours_sgd,5,4,Task-IL,97.25
relu_0.2_ours_sgd,5,avg,Class-IL,19.45
relu_0.2_ours_sgd,5,avg,Task-IL,58.66
relu_0.3_ours_sgd,1,0,Class-IL,97.1
relu_0.3_ours_sgd,1,0,Task-IL,97.1
relu_0.3_ours_sgd,1,avg,Class-IL,97.1
relu_0.3_ours_sgd,1,avg,Task-IL,97.1
relu_0.3_ours_sgd,2,0,Class-IL,0.0
relu_0.3_ours_sgd,2,0,Task-IL,68.45
relu_0.3_ours_sgd,2,1,Class-IL,84.75
relu_0.3_ours_sgd,2,1,Task-IL,84.75
relu_0.3_ours_sgd,2,avg,Class-IL,42.38
relu_0.3_ours_sgd,2,avg,Task-IL,76.6
relu_0.3_ours_sgd,3,0,Class-IL,0.0
relu_0.3_ours_sgd,3,0,Task-IL,70.19999999999999
relu_0.3_ours_sgd,3,1,Class-IL,0.0
relu_0.3_ours_sgd,3,1,Task-IL,58.5
relu_0.3_ours_sgd,3,2,Class-IL,93.25
relu_0.3_ours_sgd,3,2,Task-IL,93.25
relu_0.3_ours_sgd,3,avg,Class-IL,31.08
relu_0.3_ours_sgd,3,avg,Task-IL,73.98
relu_0.3_ours_sgd,4,0,Class-IL,0.0
relu_0.3_ours_sgd,4,0,Task-IL,48.25
relu_0.3_ours_sgd,4,1,Class-IL,0.0
relu_0.3_ours_sgd,4,1,Task-IL,49.45
relu_0.3_ours_sgd,4,2,Class-IL,0.0
relu_0.3_ours_sgd,4,2,Task-IL,62.9
relu_0.3_ours_sgd,4,3,Class-IL,96.39999999999999
relu_0.3_ours_sgd,4,3,Task-IL,96.39999999999999
relu_0.3_ours_sgd,4,avg,Class-IL,24.1
relu_0.3_ours_sgd,4,avg,Task-IL,64.25
relu_0.3_ours_sgd,5,0,Class-IL,0.0
relu_0.3_ours_sgd,5,0,Task-IL,61.7
relu_0.3_ours_sgd,5,1,Class-IL,0.0
relu_0.3_ours_sgd,5,1,Task-IL,43.9
relu_0.3_ours_sgd,5,2,Class-IL,0.0
relu_0.3_ours_sgd,5,2,Task-IL,50.05
relu_0.3_ours_sgd,5,3,Class-IL,0.0
relu_0.3_ours_sgd,5,3,Task-IL,64.45
relu_0.3_ours_sgd,5,4,Class-IL,94.19999999999999
relu_0.3_ours_sgd,5,4,Task-IL,94.19999999999999
relu_0.3_ours_sgd,5,avg,Class-IL,18.84
relu_0.3_ours_sgd,5,avg,Task-IL,62.86
relu_0.3_ghada_adam,1,0,Class-IL,98.0
relu_0.3_ghada_adam,1,0,Task-IL,98.0
relu_0.3_ghada_adam,1,avg,Class-IL,98.0
relu_0.3_ghada_adam,1,avg,Task-IL,98.0
relu_0.3_ghada_adam,2,0,Class-IL,0.0
relu_0.3_ghada_adam,2,0,Task-IL,41.85
relu_0.3_ghada_adam,2,1,Class-IL,73.35000000000001
relu_0.3_ghada_adam,2,1,Task-IL,73.35000000000001
relu_0.3_ghada_adam,2,avg,Class-IL,36.68
relu_0.3_ghada_adam,2,avg,Task-IL,57.6
relu_0.3_ghada_adam,3,0,Class-IL,0.0
relu_0.3_ghada_adam,3,0,Task-IL,43.85
relu_0.3_ghada_adam,3,1,Class-IL,0.0
relu_0.3_ghada_adam,3,1,Task-IL,48.1
relu_0.3_ghada_adam,3,2,Class-IL,93.4
relu_0.3_ghada_adam,3,2,Task-IL,93.4
relu_0.3_ghada_adam,3,avg,Class-IL,31.13
relu_0.3_ghada_adam,3,avg,Task-IL,61.78
relu_0.3_ghada_adam,4,0,Class-IL,0.0
relu_0.3_ghada_adam,4,0,Task-IL,50.6
relu_0.3_ghada_adam,4,1,Class-IL,0.0
relu_0.3_ghada_adam,4,1,Task-IL,59.699999999999996
relu_0.3_ghada_adam,4,2,Class-IL,0.0
relu_0.3_ghada_adam,4,2,Task-IL,53.800000000000004
relu_0.3_ghada_adam,4,3,Class-IL,85.8
relu_0.3_ghada_adam,4,3,Task-IL,85.8
relu_0.3_ghada_adam,4,avg,Class-IL,21.45
relu_0.3_ghada_adam,4,avg,Task-IL,62.47
relu_0.3_ghada_adam,5,0,Class-IL,0.0
relu_0.3_ghada_adam,5,0,Task-IL,74.6
relu_0.3_ghada_adam,5,1,Class-IL,0.0
relu_0.3_ghada_adam,5,1,Task-IL,52.1
relu_0.3_ghada_adam,5,2,Class-IL,0.0
relu_0.3_ghada_adam,5,2,Task-IL,61.550000000000004
relu_0.3_ghada_adam,5,3,Class-IL,0.0
relu_0.3_ghada_adam,5,3,Task-IL,44.2
relu_0.3_ghada_adam,5,4,Class-IL,87.64999999999999
relu_0.3_ghada_adam,5,4,Task-IL,87.64999999999999
relu_0.3_ghada_adam,5,avg,Class-IL,17.53
relu_0.3_ghada_adam,5,avg,Task-IL,64.02
relu_0.1_ghada_sgd,1,0,Class-IL,97.1
relu_0.1_ghada_sgd,1,0,Task-IL,97.1
relu_0.1_ghada_sgd,1,avg,Class-IL,97.1
relu_0.1_ghada_sgd,1,avg,Task-IL,97.1
relu_0.1_ghada_sgd,2,0,Class-IL,0.0
relu_0.1_ghada_sgd,2,0,Task-IL,70.25
relu_0.1_ghada_sgd,2,1,Class-IL,85.75
relu_0.1_ghada_sgd,2,1,Task-IL,85.75
relu_0.1_ghada_sgd,2,avg,Class-IL,42.88
relu_0.1_ghada_sgd,2,avg,Task-IL,78.0
relu_0.1_ghada_sgd,3,0,Class-IL,0.0
relu_0.1_ghada_sgd,3,0,Task-IL,73.5
relu_0.1_ghada_sgd,3,1,Class-IL,0.0
relu_0.1_ghada_sgd,3,1,Task-IL,67.75
relu_0.1_ghada_sgd,3,2,Class-IL,93.45
relu_0.1_ghada_sgd,3,2,Task-IL,93.45
relu_0.1_ghada_sgd,3,avg,Class-IL,31.15
relu_0.1_ghada_sgd,3,avg,Task-IL,78.23
relu_0.1_ghada_sgd,4,0,Class-IL,0.0
relu_0.1_ghada_sgd,4,0,Task-IL,49.1
relu_0.1_ghada_sgd,4,1,Class-IL,0.0
relu_0.1_ghada_sgd,4,1,Task-IL,52.849999999999994
relu_0.1_ghada_sgd,4,2,Class-IL,0.0
relu_0.1_ghada_sgd,4,2,Task-IL,46.2
relu_0.1_ghada_sgd,4,3,Class-IL,97.1
relu_0.1_ghada_sgd,4,3,Task-IL,97.1
relu_0.1_ghada_sgd,4,avg,Class-IL,24.28
relu_0.1_ghada_sgd,4,avg,Task-IL,61.31
relu_0.1_ghada_sgd,5,0,Class-IL,0.0
relu_0.1_ghada_sgd,5,0,Task-IL,71.2
relu_0.1_ghada_sgd,5,1,Class-IL,0.0
relu_0.1_ghada_sgd,5,1,Task-IL,55.60000000000001
relu_0.1_ghada_sgd,5,2,Class-IL,0.0
relu_0.1_ghada_sgd,5,2,Task-IL,49.95
relu_0.1_ghada_sgd,5,3,Class-IL,0.0
relu_0.1_ghada_sgd,5,3,Task-IL,75.3
relu_0.1_ghada_sgd,5,4,Class-IL,97.6
relu_0.1_ghada_sgd,5,4,Task-IL,97.6
relu_0.1_ghada_sgd,5,avg,Class-IL,19.52
relu_0.1_ghada_sgd,5,avg,Task-IL,69.93
relu_0.2_ours_adam,1,0,Class-IL,98.0
relu_0.2_ours_adam,1,0,Task-IL,98.0
relu_0.2_ours_adam,1,avg,Class-IL,98.0
relu_0.2_ours_adam,1,avg,Task-IL,98.0
relu_0.2_ours_adam,2,0,Class-IL,0.0
relu_0.2_ours_adam,2,0,Task-IL,43.8
relu_0.2_ours_adam,2,1,Class-IL,88.94999999999999
relu_0.2_ours_adam,2,1,Task-IL,88.94999999999999
relu_0.2_ours_adam,2,avg,Class-IL,44.47
relu_0.2_ours_adam,2,avg,Task-IL,66.38
relu_0.2_ours_adam,3,0,Class-IL,0.0
relu_0.2_ours_adam,3,0,Task-IL,53.75
relu_0.2_ours_adam,3,1,Class-IL,0.0
relu_0.2_ours_adam,3,1,Task-IL,57.35
relu_0.2_ours_adam,3,2,Class-IL,80.15
relu_0.2_ours_adam,3,2,Task-IL,80.15
relu_0.2_ours_adam,3,avg,Class-IL,26.72
relu_0.2_ours_adam,3,avg,Task-IL,63.75
relu_0.2_ours_adam,4,0,Class-IL,0.0
relu_0.2_ours_adam,4,0,Task-IL,46.949999999999996
relu_0.2_ours_adam,4,1,Class-IL,0.0
relu_0.2_ours_adam,4,1,Task-IL,76.05
relu_0.2_ours_adam,4,2,Class-IL,0.0
relu_0.2_ours_adam,4,2,Task-IL,63.24999999999999
relu_0.2_ours_adam,4,3,Class-IL,77.55
relu_0.2_ours_adam,4,3,Task-IL,77.55
relu_0.2_ours_adam,4,avg,Class-IL,19.39
relu_0.2_ours_adam,4,avg,Task-IL,65.95
relu_0.2_ours_adam,5,0,Class-IL,0.0
relu_0.2_ours_adam,5,0,Task-IL,56.2
relu_0.2_ours_adam,5,1,Class-IL,0.0
relu_0.2_ours_adam,5,1,Task-IL,36.65
relu_0.2_ours_adam,5,2,Class-IL,0.0
relu_0.2_ours_adam,5,2,Task-IL,58.3
relu_0.2_ours_adam,5,3,Class-IL,0.0
relu_0.2_ours_adam,5,3,Task-IL,62.4
relu_0.2_ours_adam,5,4,Class-IL,86.55000000000001
relu_0.2_ours_adam,5,4,Task-IL,86.55000000000001
relu_0.2_ours_adam,5,avg,Class-IL,17.31
relu_0.2_ours_adam,5,avg,Task-IL,60.02
relu_0.2_ghada_adam,1,0,Class-IL,98.0
relu_0.2_ghada_adam,1,0,Task-IL,98.0
relu_0.2_ghada_adam,1,avg,Class-IL,98.0
relu_0.2_ghada_adam,1,avg,Task-IL,98.0
relu_0.2_ghada_adam,2,0,Class-IL,0.0
relu_0.2_ghada_adam,2,0,Task-IL,32.05
relu_0.2_ghada_adam,2,1,Class-IL,88.75
relu_0.2_ghada_adam,2,1,Task-IL,88.75
relu_0.2_ghada_adam,2,avg,Class-IL,44.38
relu_0.2_ghada_adam,2,avg,Task-IL,60.4
relu_0.2_ghada_adam,3,0,Class-IL,0.0
relu_0.2_ghada_adam,3,0,Task-IL,58.5
relu_0.2_ghada_adam,3,1,Class-IL,0.0
relu_0.2_ghada_adam,3,1,Task-IL,58.25
relu_0.2_ghada_adam,3,2,Class-IL,80.25
relu_0.2_ghada_adam,3,2,Task-IL,80.25
relu_0.2_ghada_adam,3,avg,Class-IL,26.75
relu_0.2_ghada_adam,3,avg,Task-IL,65.67
relu_0.2_ghada_adam,4,0,Class-IL,0.0
relu_0.2_ghada_adam,4,0,Task-IL,48.4
relu_0.2_ghada_adam,4,1,Class-IL,0.0
relu_0.2_ghada_adam,4,1,Task-IL,78.45
relu_0.2_ghada_adam,4,2,Class-IL,0.0
relu_0.2_ghada_adam,4,2,Task-IL,48.4
relu_0.2_ghada_adam,4,3,Class-IL,79.85
relu_0.2_ghada_adam,4,3,Task-IL,79.85
relu_0.2_ghada_adam,4,avg,Class-IL,19.96
relu_0.2_ghada_adam,4,avg,Task-IL,63.78
relu_0.2_ghada_adam,5,0,Class-IL,0.0
relu_0.2_ghada_adam,5,0,Task-IL,54.35
relu_0.2_ghada_adam,5,1,Class-IL,0.0
relu_0.2_ghada_adam,5,1,Task-IL,40.150000000000006
relu_0.2_ghada_adam,5,2,Class-IL,0.0
relu_0.2_ghada_adam,5,2,Task-IL,55.25
relu_0.2_ghada_adam,5,3,Class-IL,0.0
relu_0.2_ghada_adam,5,3,Task-IL,63.2
relu_0.2_ghada_adam,5,4,Class-IL,86.8
relu_0.2_ghada_adam,5,4,Task-IL,86.8
relu_0.2_ghada_adam,5,avg,Class-IL,17.36
relu_0.2_ghada_adam,5,avg,Task-IL,59.95
relu_0.3_ours_adam,1,0,Class-IL,98.0
relu_0.3_ours_adam,1,0,Task-IL,98.0
relu_0.3_ours_adam,1,avg,Class-IL,98.0
relu_0.3_ours_adam,1,avg,Task-IL,98.0
relu_0.3_ours_adam,2,0,Class-IL,0.0
relu_0.3_ours_adam,2,0,Task-IL,41.349999999999994
relu_0.3_ours_adam,2,1,Class-IL,72.85000000000001
relu_0.3_ours_adam,2,1,Task-IL,72.85000000000001
relu_0.3_ours_adam,2,avg,Class-IL,36.43
relu_0.3_ours_adam,2,avg,Task-IL,57.1
relu_0.3_ours_adam,3,0,Class-IL,0.0
relu_0.3_ours_adam,3,0,Task-IL,61.85000000000001
relu_0.3_ours_adam,3,1,Class-IL,0.0
relu_0.3_ours_adam,3,1,Task-IL,40.8
relu_0.3_ours_adam,3,2,Class-IL,92.5
relu_0.3_ours_adam,3,2,Task-IL,92.5
relu_0.3_ours_adam,3,avg,Class-IL,30.83
relu_0.3_ours_adam,3,avg,Task-IL,65.05
relu_0.3_ours_adam,4,0,Class-IL,0.0
relu_0.3_ours_adam,4,0,Task-IL,46.7
relu_0.3_ours_adam,4,1,Class-IL,0.0
relu_0.3_ours_adam,4,1,Task-IL,53.15
relu_0.3_ours_adam,4,2,Class-IL,0.0
relu_0.3_ours_adam,4,2,Task-IL,49.0
relu_0.3_ours_adam,4,3,Class-IL,81.25
relu_0.3_ours_adam,4,3,Task-IL,81.25
relu_0.3_ours_adam,4,avg,Class-IL,20.31
relu_0.3_ours_adam,4,avg,Task-IL,57.52
relu_0.3_ours_adam,5,0,Class-IL,0.0
relu_0.3_ours_adam,5,0,Task-IL,71.85000000000001
relu_0.3_ours_adam,5,1,Class-IL,0.0
relu_0.3_ours_adam,5,1,Task-IL,58.699999999999996
relu_0.3_ours_adam,5,2,Class-IL,0.0
relu_0.3_ours_adam,5,2,Task-IL,67.55
relu_0.3_ours_adam,5,3,Class-IL,0.0
relu_0.3_ours_adam,5,3,Task-IL,34.0
relu_0.3_ours_adam,5,4,Class-IL,86.7
relu_0.3_ours_adam,5,4,Task-IL,86.7
relu_0.3_ours_adam,5,avg,Class-IL,17.34
relu_0.3_ours_adam,5,avg,Task-IL,63.76
relu_0.2_ghada_sgd,1,0,Class-IL,97.1
relu_0.2_ghada_sgd,1,0,Task-IL,97.1
relu_0.2_ghada_sgd,1,avg,Class-IL,97.1
relu_0.2_ghada_sgd,1,avg,Task-IL,97.1
relu_0.2_ghada_sgd,2,0,Class-IL,0.0
relu_0.2_ghada_sgd,2,0,Task-IL,59.75
relu_0.2_ghada_sgd,2,1,Class-IL,84.7
relu_0.2_ghada_sgd,2,1,Task-IL,84.7
relu_0.2_ghada_sgd,2,avg,Class-IL,42.35
relu_0.2_ghada_sgd,2,avg,Task-IL,72.22
relu_0.2_ghada_sgd,3,0,Class-IL,0.0
relu_0.2_ghada_sgd,3,0,Task-IL,56.85
relu_0.2_ghada_sgd,3,1,Class-IL,0.0
relu_0.2_ghada_sgd,3,1,Task-IL,45.7
relu_0.2_ghada_sgd,3,2,Class-IL,90.7
relu_0.2_ghada_sgd,3,2,Task-IL,90.7
relu_0.2_ghada_sgd,3,avg,Class-IL,30.23
relu_0.2_ghada_sgd,3,avg,Task-IL,64.42
relu_0.2_ghada_sgd,4,0,Class-IL,0.0
relu_0.2_ghada_sgd,4,0,Task-IL,61.650000000000006
relu_0.2_ghada_sgd,4,1,Class-IL,0.0
relu_0.2_ghada_sgd,4,1,Task-IL,42.65
relu_0.2_ghada_sgd,4,2,Class-IL,0.0
relu_0.2_ghada_sgd,4,2,Task-IL,33.2
relu_0.2_ghada_sgd,4,3,Class-IL,97.2
relu_0.2_ghada_sgd,4,3,Task-IL,97.2
relu_0.2_ghada_sgd,4,avg,Class-IL,24.3
relu_0.2_ghada_sgd,4,avg,Task-IL,58.68
relu_0.2_ghada_sgd,5,0,Class-IL,0.0
relu_0.2_ghada_sgd,5,0,Task-IL,69.69999999999999
relu_0.2_ghada_sgd,5,1,Class-IL,0.0
relu_0.2_ghada_sgd,5,1,Task-IL,49.85
relu_0.2_ghada_sgd,5,2,Class-IL,0.0
relu_0.2_ghada_sgd,5,2,Task-IL,44.65
relu_0.2_ghada_sgd,5,3,Class-IL,0.0
relu_0.2_ghada_sgd,5,3,Task-IL,37.65
relu_0.2_ghada_sgd,5,4,Class-IL,96.89999999999999
relu_0.2_ghada_sgd,5,4,Task-IL,96.89999999999999
relu_0.2_ghada_sgd,5,avg,Class-IL,19.38
relu_0.2_ghada_sgd,5,avg,Task-IL,59.75
relu_0.1_ours_sgd,1,0,Class-IL,97.1
relu_0.1_ours_sgd,1,0,Task-IL,97.1
relu_0.1_ours_sgd,1,avg,Class-IL,97.1
relu_0.1_ours_sgd,1,avg,Task-IL,97.1
relu_0.1_ours_sgd,2,0,Class-IL,0.0
relu_0.1_ours_sgd,2,0,Task-IL,70.25
relu_0.1_ours_sgd,2,1,Class-IL,85.75
relu_0.1_ours_sgd,2,1,Task-IL,85.75
relu_0.1_ours_sgd,2,avg,Class-IL,42.88
relu_0.1_ours_sgd,2,avg,Task-IL,78.0
relu_0.1_ours_sgd,3,0,Class-IL,0.0
relu_0.1_ours_sgd,3,0,Task-IL,73.5
relu_0.1_ours_sgd,3,1,Class-IL,0.0
relu_0.1_ours_sgd,3,1,Task-IL,67.75
relu_0.1_ours_sgd,3,2,Class-IL,93.45
relu_0.1_ours_sgd,3,2,Task-IL,93.45
relu_0.1_ours_sgd,3,avg,Class-IL,31.15
relu_0.1_ours_sgd,3,avg,Task-IL,78.23
relu_0.1_ours_sgd,4,0,Class-IL,0.0
relu_0.1_ours_sgd,4,0,Task-IL,48.1
relu_0.1_ours_sgd,4,1,Class-IL,0.0
relu_0.1_ours_sgd,4,1,Task-IL,52.349999999999994
relu_0.1_ours_sgd,4,2,Class-IL,0.0
relu_0.1_ours_sgd,4,2,Task-IL,45.7
relu_0.1_ours_sgd,4,3,Class-IL,97.0
relu_0.1_ours_sgd,4,3,Task-IL,97.0
relu_0.1_ours_sgd,4,avg,Class-IL,24.25
relu_0.1_ours_sgd,4,avg,Task-IL,60.79
relu_0.1_ours_sgd,5,0,Class-IL,0.0
relu_0.1_ours_sgd,5,0,Task-IL,68.89999999999999
relu_0.1_ours_sgd,5,1,Class-IL,0.0
relu_0.1_ours_sgd,5,1,Task-IL,56.05
relu_0.1_ours_sgd,5,2,Class-IL,0.0
relu_0.1_ours_sgd,5,2,Task-IL,52.949999999999996
relu_0.1_ours_sgd,5,3,Class-IL,0.0
relu_0.1_ours_sgd,5,3,Task-IL,78.05
relu_0.1_ours_sgd,5,4,Class-IL,97.7
relu_0.1_ours_sgd,5,4,Task-IL,97.7
relu_0.1_ours_sgd,5,avg,Class-IL,19.54
relu_0.1_ours_sgd,5,avg,Task-IL,70.73
relu_0.3_ghada_sgd,1,0,Class-IL,97.1
relu_0.3_ghada_sgd,1,0,Task-IL,97.1
relu_0.3_ghada_sgd,1,avg,Class-IL,97.1
relu_0.3_ghada_sgd,1,avg,Task-IL,97.1
relu_0.3_ghada_sgd,2,0,Class-IL,0.0
relu_0.3_ghada_sgd,2,0,Task-IL,69.69999999999999
relu_0.3_ghada_sgd,2,1,Class-IL,81.25
relu_0.3_ghada_sgd,2,1,Task-IL,81.25
relu_0.3_ghada_sgd,2,avg,Class-IL,40.62
relu_0.3_ghada_sgd,2,avg,Task-IL,75.47
relu_0.3_ghada_sgd,3,0,Class-IL,0.0
relu_0.3_ghada_sgd,3,0,Task-IL,79.3
relu_0.3_ghada_sgd,3,1,Class-IL,0.0
relu_0.3_ghada_sgd,3,1,Task-IL,59.699999999999996
relu_0.3_ghada_sgd,3,2,Class-IL,93.45
relu_0.3_ghada_sgd,3,2,Task-IL,93.45
relu_0.3_ghada_sgd,3,avg,Class-IL,31.15
relu_0.3_ghada_sgd,3,avg,Task-IL,77.48
relu_0.3_ghada_sgd,4,0,Class-IL,0.0
relu_0.3_ghada_sgd,4,0,Task-IL,42.449999999999996
relu_0.3_ghada_sgd,4,1,Class-IL,0.0
relu_0.3_ghada_sgd,4,1,Task-IL,50.8
relu_0.3_ghada_sgd,4,2,Class-IL,0.0
relu_0.3_ghada_sgd,4,2,Task-IL,43.45
relu_0.3_ghada_sgd,4,3,Class-IL,97.55
relu_0.3_ghada_sgd,4,3,Task-IL,97.55
relu_0.3_ghada_sgd,4,avg,Class-IL,24.39
relu_0.3_ghada_sgd,4,avg,Task-IL,58.56
relu_0.3_ghada_sgd,5,0,Class-IL,0.0
relu_0.3_ghada_sgd,5,0,Task-IL,63.949999999999996
relu_0.3_ghada_sgd,5,1,Class-IL,0.0
relu_0.3_ghada_sgd,5,1,Task-IL,45.15
relu_0.3_ghada_sgd,5,2,Class-IL,0.0
relu_0.3_ghada_sgd,5,2,Task-IL,45.300000000000004
relu_0.3_ghada_sgd,5,3,Class-IL,0.0
relu_0.3_ghada_sgd,5,3,Task-IL,59.4
relu_0.3_ghada_sgd,5,4,Class-IL,97.0
relu_0.3_ghada_sgd,5,4,Task-IL,97.0
relu_0.3_ghada_sgd,5,avg,Class-IL,19.4
relu_0.3_ghada_sgd,5,avg,Task-IL,62.16
01_baseline_sgd_relu,1,0,Class-IL,97.1
01_baseline_sgd_relu,1,0,Task-IL,97.1
01_baseline_sgd_relu,1,avg,Class-IL,97.1
01_baseline_sgd_relu,1,avg,Task-IL,97.1
01_baseline_sgd_relu,2,0,Class-IL,0.0
01_baseline_sgd_relu,2,0,Task-IL,68.35
01_baseline_sgd_relu,2,1,Class-IL,85.9
